index_cafeteria,cafeteria_name,label,cafeteria_type_orignal,label_zero-shot,img,Latitude,Longitude,openTime,closeTime,소재지전체주소,인허가일자,영업상태구분코드,시설총규모,최종수정시점,시/도,구/군,동/면,상세주소
8030,새서울해장국,국밥,한식,양식,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_107%2F1441074970444i2YeL_JPEG%2FSUBMIT_1429518282924_36449732.jpg,37.8746758,127.7432768,,,강원특별자치도 춘천시 효자동 20-13,2006-02-27,1,20.52,2022-02-07 11:56:17,강원특별자치도,춘천시,효자동,20-13
9328,남부순대국,국밥,한식,국밥,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170328_162%2F1490663878661mB1AO_JPEG%2F20170325_102822.jpg,37.8715436,127.7264579,,,강원특별자치도 춘천시 효자동 547,2001-12-28,1,30.43,2023-04-06 14:43:36,강원특별자치도,춘천시,효자동,547
8925,소쿠리해장국,국밥,호프/통닭,중식,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170601_296%2F1496313489396KxhKf_JPEG%2F20170501_083433.jpg,37.8735826,127.7432254,,,강원특별자치도 춘천시 효자동 626-8,2000-03-02,1,79.4,2013-01-31 11:32:23,강원특별자치도,춘천시,효자동,626-8
9456,양지식당,국밥,한식,고기/구이,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170702_78%2F1498974681817zBtUr_JPEG%2F20170625_120651.jpg,37.8486232,127.750441,,,강원특별자치도 춘천시 석사동 942-3 (1층),2005-01-19,1,83.92,2012-02-01 14:45:27,강원특별자치도,춘천시,석사동,942-3 (1층)
8915,장할매국밥,국밥,한식,양식,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181223_35%2F15455661393331zuew_JPEG%2F7s0QdE4nEhXwB3QQeCiVMwHN.jpg,37.8729515,127.7451565,,,강원특별자치도 춘천시 효자동 632-9 (1층),2001-10-22,1,86.85,2023-09-06 8:54:12,강원특별자치도,춘천시,효자동,632-9 (1층)
8222,뚱이수육국밥,국밥,한식,양식,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181227_158%2F1545915507757Praax_JPEG%2FgPqWBVMwmxzFUUfupGhn7b4R.jpg,37.8673462,127.7523475,,,강원특별자치도 춘천시 석사동 737-20,2002-01-04,1,85.37,2014-05-16 9:47:33,강원특별자치도,춘천시,석사동,737-20
9865,조부자순대국(강대점),국밥,한식,국밥,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190107_133%2F1546840194663KnBWi_JPEG%2FoLiZIpcjmOUrRd6rB-pRT5EN.jpg,37.8734351,127.7436901,,,강원특별자치도 춘천시 효자동 628-1,2014-02-06,1,60.48,2022-01-19 14:18:53,강원특별자치도,춘천시,효자동,628-1
9927,양평신내서울해장국,국밥,탕류(보신용),국밥,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190126_55%2F15485058140961lbHM_JPEG%2F58eiMo4llwQCijgrfibvEkTR.jpg,37.8614543,127.7457171,,,강원특별자치도 춘천시 석사동 777-6 (1층),2007-05-25,1,119.98,2022-02-07 13:25:41,강원특별자치도,춘천시,석사동,777-6 (1층)
9209,가마솥순대국(애막골점),국밥,한식,회,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190608_219%2F1559970585552n5WAr_JPEG%2FCzPNbetilbhdpqiuaskFaDTf.jpeg.jpg,37.8666327,127.7518101,,,강원특별자치도 춘천시 석사동 737-11,1999-04-21,1,97.27,2021-01-06 15:57:21,강원특별자치도,춘천시,석사동,737-11
9423,감미옥설렁탕,국밥,한식,국밥,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200410_123%2F15865214218043y0pK_JPEG%2F8L1Vq-8T61SCtJjArEl_dqaN.jpg,37.8780307,127.7378314,,,강원특별자치도 춘천시 효자동 744-17 1층,1990-11-02,1,317.83,2022-01-19 11:21:31,강원특별자치도,춘천시,효자동,744-17 1층
8221,병천시골순대국밥,국밥,한식,국밥,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200621_30%2F1592707810299IC81y_JPEG%2FcYjxE2Qwt82kkJG49RMG8IUE.jpg,37.875277,127.7431827,,,강원특별자치도 춘천시 효자동 623-11,2002-04-04,1,72.26,2012-12-12 11:04:54,강원특별자치도,춘천시,효자동,623-11
8128,채가네순대국,국밥,한식,분식,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200622_284%2F1592830458860gr2Vs_JPEG%2F9FgPqf3xG8CqqxdUF358oL0m.jpg,37.8760131,127.7432653,,,강원특별자치도 춘천시 효자동 18-46,1994-04-22,1,73.3,2022-01-19 12:58:28,강원특별자치도,춘천시,효자동,18-46
9629,고우국밥,국밥,한식,국밥,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200714_35%2F1594706087621biFzY_JPEG%2F-a0NIN7C2ahXurwP8o50miDW.jpg,37.8639692,127.7351036,,,강원특별자치도 춘천시 효자동 302-30,2006-05-08,1,75.69,2022-02-07 13:00:46,강원특별자치도,춘천시,효자동,302-30
10995,마선생마약국밥춘천점,국밥,한식,국밥,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210615_255%2F1623743995560QROty_JPEG%2FK1FBMvcDZgBDuKvsK1JUMcxt.jpg,37.8691301,127.7298107,,,강원특별자치도 춘천시 효자동 671-10,2021-04-09,1,75,2023-10-30 15:06:11,강원특별자치도,춘천시,효자동,671-10
12323,오시드래요,국밥,기타,기타,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220618_191%2F16555004398628givm_JPEG%2F1654149486888.jpg,37.8642692,127.736753,,,강원특별자치도 춘천시 효자동 326,2016-03-29,1,31.2,2022-04-29 9:24:29,강원특별자치도,춘천시,효자동,326
8200,명품탕수육,국밥,중국식,기타,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220728_97%2F1658985361812isMw8_JPEG%2F20220728_135423.jpg,37.8729811,127.7401035,,,강원특별자치도 춘천시 효자동 776-7,2011-09-15,1,46.8,2019-02-22 9:49:42,강원특별자치도,춘천시,효자동,776-7
7937,또보기목장,국밥,식육(숯불구이),고기/구이,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230201_258%2F1675257730103cxld0_JPEG%2FScreenshot_20230201_222014_Instagram.jpg,37.8544448,127.7465814,,,강원특별자치도 춘천시 석사동 830-3 (1층),2012-04-09,1,65.56,2021-04-11 22:45:07,강원특별자치도,춘천시,석사동,830-3 (1층)
9869,효자동설렁탕효자점,국밥,한식,양식,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230317_83%2F1679043533249YoaWz_JPEG%2FIMG_6593.jpg,37.8663974,127.73304,,,강원특별자치도 춘천시 효자동 709-13,2014-02-13,1,41.9,2023-03-14 15:55:44,강원특별자치도,춘천시,효자동,709-13
11340,팔팔뚝배기,국밥,분식,기타,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230406_161%2F1680718842589cgSVj_JPEG%2FScreenshot_20230406_031454_Samsung_Internet.jpg,37.8567677,127.7481828,,,강원특별자치도 춘천시 석사동 313-13,2017-10-11,1,61.77,2023-03-08 9:42:17,강원특별자치도,춘천시,석사동,313-13
10357,최고집순대국왕감자탕,국밥,기타,국밥,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230628_129%2F1687918086616Xv0sN_JPEG%2FKakaoTalk_20230628_100737290.jpg,37.8760896,127.7353156,,,강원특별자치도 춘천시 효자동 654-3,2023-05-24,1,206.91,2023-06-05 10:47:12,강원특별자치도,춘천시,효자동,654-3
8325,오도순순대국,국밥,한식,국밥,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230819_61%2F1692399272721W997O_JPEG%2F1692321161208.jpg,37.8519296,127.7455323,,,강원특별자치도 춘천시 석사동 890-2 (1층),2005-04-18,1,97.92,2023-05-15 16:43:41,강원특별자치도,춘천시,석사동,890-2 (1층)
11217,열정국밥,국밥,정종/대포집/소주방,기타,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230920_105%2F1695195146036D8Bz2_JPEG%2Fimage.,37.8640998,127.7380339,,,강원특별자치도 춘천시 효자동 285-3,2021-09-08,1,66,2023-08-23 9:44:30,강원특별자치도,춘천시,효자동,285-3
11661,오돼지국밥,국밥,한식,기타,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231003_115%2F1696292394113z8toN_JPEG%2Ftemp_file.jpg,37.874957,127.7405289,,,강원특별자치도 춘천시 효자동 615,2020-12-08,1,60,2022-01-20 9:45:50,강원특별자치도,춘천시,효자동,615
8625,백일칼국수춘천제면소,국수,한식,기타,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230403_81%2F16805154904586jOtV_JPEG%2F%25B9%25E9%25C0%25CF.jpg,37.8693031,127.7256622,,,강원특별자치도 춘천시 효자동 590-12,2013-11-14,1,140.85,2022-01-19 14:10:58,강원특별자치도,춘천시,효자동,590-12
9429,밀밭해물칼국수,국수,한식,국수,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_23%2F1440992436114LSlni_JPEG%2F106654496352523_0.jpg,37.8676953,127.7287877,,,강원특별자치도 춘천시 효자동 697-2,1998-04-11,1,67.78,2018-07-31 17:32:52,강원특별자치도,춘천시,효자동,697-2
8571,양구함흥손냉면,국수,한식,양식,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_296%2F1441031813585Gz6zw_JPEG%2F12868940_0.jpg,37.8489991,127.7511091,,,강원특별자치도 춘천시 석사동 921-4 (1층),2006-11-06,1,104.58,2021-08-13 13:06:18,강원특별자치도,춘천시,석사동,921-4 (1층)
8902,동원칼국수,국수,한식,기타,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_108%2F1441057606344AFzwJ_JPEG%2F96252606024273_0.jpg,37.8674189,127.7285158,,,강원특별자치도 춘천시 효자동 696-1,1997-10-10,1,55.5,2022-01-19 14:06:05,강원특별자치도,춘천시,효자동,696-1
8052,두하막국수,국수,한식,국수,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170608_107%2F1496890364429PxTnc_JPEG%2FIMG_8260.jpg,37.8751809,127.7400201,,,강원특별자치도 춘천시 효자동 612-14 (1층),2008-12-09,1,112.36,2018-08-22 10:41:10,강원특별자치도,춘천시,효자동,612-14 (1층)
8760,연희내칼국수,국수,한식,기타,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171025_144%2F1508896033109gAGrY_JPEG%2FHLVaX5OBY7GPd4KAtawfV9Hd.jpg,37.8656432,127.7318192,,,강원특별자치도 춘천시 효자동 712-20,2000-05-22,1,50.56,2022-01-21 17:47:09,강원특별자치도,춘천시,효자동,712-20
9003,청송막국수,국수,한식,국수,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171218_227%2F1513562322120n9sNy_JPEG%2FoxCcjmyTTwz9QLJPMd9rlVva.jpg,37.8602848,127.7432541,,,강원특별자치도 춘천시 석사동 641,1992-12-30,1,110.59,2022-01-19 11:38:32,강원특별자치도,춘천시,석사동,641
9463,솔막국수,국수,한식,기타,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171219_20%2F1513676709429Dp5tW_JPEG%2F4NPjEcGjRURmHce3l6PhVeWQ.jpg,37.8610607,127.7423307,,,강원특별자치도 춘천시 석사동 648-16,1999-03-08,1,115.47,2022-02-07 9:29:39,강원특별자치도,춘천시,석사동,648-16
10816,시골잔치국수,국수,분식,기타,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180130_18%2F1517273042155OU581_JPEG%2FME3h-D6nni44bMtm4vEUIVwN.jpg,37.8737851,127.7345196,,,강원특별자치도 춘천시 효자동 140-5,2015-08-11,1,62.4,2019-05-21 16:33:39,강원특별자치도,춘천시,효자동,140-5
8424,화동손칼국수,국수,한식,국밥,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180306_216%2F1520318145914f4sk6_JPEG%2F8e8ALYLxyp0GdJUw3P8G8yU7.jpg,37.8773845,127.7367677,,,강원특별자치도 춘천시 효자동 640-5,2005-03-17,1,98,2023-06-01 16:25:17,강원특별자치도,춘천시,효자동,640-5
8903,미도칼국수,국수,한식,기타,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180314_162%2F1521001480367kzuCY_PNG%2FQyRCq0XiS_RyaGM4v5ZcSfuI.png,37.8716263,127.7333665,,,강원특별자치도 춘천시 효자동 666-20,1997-11-04,1,37.84,2022-01-19 14:06:28,강원특별자치도,춘천시,효자동,666-20
8824,원조남부막국수,국수,한식,국수,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180530_133%2F15276574971968UWGp_JPEG%2FmZ-mWFD5LVHzbxcIBbMZ3nVq.jpg,37.8694792,127.7243415,,,강원특별자치도 춘천시 효자동 590-6,1990-10-16,1,145.85,2021-04-12 10:01:14,강원특별자치도,춘천시,효자동,590-6
9430,옛날잔치국수,국수,한식,국수,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180706_172%2F1530852116378Vkh3q_JPEG%2FbC39Xbfg3O6kXxBSuCFIRmWf.jpg,37.8723033,127.7337953,,,강원특별자치도 춘천시 효자동 665-1,1998-11-16,1,26.6,2012-12-05 15:23:49,강원특별자치도,춘천시,효자동,665-1
8086,해안막국수,국수,한식,국수,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190107_161%2F1546847220158xpMqv_JPEG%2FU3ZGKNv_5spugtA03zFRvwlS.jpg,37.8753217,127.7423623,,,강원특별자치도 춘천시 효자동 623-19,2002-06-05,1,59.38,2022-02-07 10:23:00,강원특별자치도,춘천시,효자동,623-19
10061,감자골옹심이,국수,한식,양식,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190114_282%2F1547447912357cpsOB_JPEG%2FtH8xdMj_rmtQowcgQYO6gxq3.jpg,37.8667137,127.7291098,,,강원특별자치도 춘천시 효자동 696-7,1996-11-20,1,71.26,2021-12-21 19:16:49,강원특별자치도,춘천시,효자동,696-7
9126,산골손칼국수,국수,한식,국수,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190124_152%2F1548329076189tG396_JPEG%2FoMvVP5X86mqyz_Dd78Sna760.jpg,37.8610426,127.7397094,,,강원특별자치도 춘천시 석사동 705-10,1992-06-22,1,39.6,2023-04-25 11:23:30,강원특별자치도,춘천시,석사동,705-10
11999,소담국시,국수,분식,기타,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191016_277%2F15712285880324XEGx_JPEG%2Fe79GbSl_eeLSymCfjfbg3ktb.JPG.jpg,37.8671676,127.732279,,,강원특별자치도 춘천시 효자동 708-9 1층,2014-07-10,1,24,2018-12-12 14:08:14,강원특별자치도,춘천시,효자동,708-9 1층
9415,은혜네해물칼국수,국수,한식,국수,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191121_109%2F1574335130669u656g_JPEG%2F4sN5S36vnWiwqSPMnxV2xM5V.JPG.jpg,37.866663,127.732146,,,강원특별자치도 춘천시 효자동 710,1999-05-11,1,37.8,2022-09-22 9:31:05,강원특별자치도,춘천시,효자동,710
7683,메밀밭감자옹심이메밀칼국수,국수,한식,양식,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191127_40%2F1574837503286cnhVE_JPEG%2F1qpgc8cpfTMBo-izg2wWtxW-.jpg,37.8593513,127.7421985,,,강원특별자치도 춘천시 석사동 642-12,2005-07-15,1,132.48,2022-04-07 14:16:06,강원특별자치도,춘천시,석사동,642-12
12189,세할머니막국수,국수,한식,기타,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210724_212%2F1627114274618xSAJG_JPEG%2Fo2zQscNoTZ_KQhlcNYG_ezC5.jpeg.jpg,37.8612805,127.7455456,,,강원특별자치도 춘천시 석사동 778-1,2018-12-05,1,167.24,2022-02-07 14:14:59,강원특별자치도,춘천시,석사동,778-1
7744,보영이네해물칼국수(별관),국수,분식,국수,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221204_272%2F1670164636243X34az_JPEG%2F20221202_115330.jpg,37.8677791,127.72889,,,"강원특별자치도 춘천시 효자동 697-1 (2동,  1층)",2006-04-18,1,96,2018-07-31 17:32:01,강원특별자치도,춘천시,효자동,"697-1 (2동,  1층)"
10219,자매칼국수,국수,기타,국수,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230505_208%2F1683271464413I5qtK_JPEG%2F20230429_141747.jpg,37.8719886,127.7355399,,,강원특별자치도 춘천시 효자동 154-22,2023-04-13,1,72.9,2023-04-26 9:42:41,강원특별자치도,춘천시,효자동,154-22
9301,효자동해물칼국수,국수,한식,기타,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230607_182%2F168613551236772y7U_JPEG%2F20230526_110823.jpg,37.8671588,127.7295048,,,강원특별자치도 춘천시 효자동 697-20,2001-04-30,1,37.68,2023-05-04 10:05:53,강원특별자치도,춘천시,효자동,697-20
8799,반마리 닭국수,국수,횟집,양식,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230710_19%2F1688962515850oCAM5_JPEG%2Fimage.jpg,37.8666409,127.7522109,,,강원특별자치도 춘천시 석사동 736-15,2001-10-29,1,88,2022-08-18 15:49:33,강원특별자치도,춘천시,석사동,736-15
12375,이모네칼국수,국수,한식,기타,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231022_72%2F1697966907240pm1Qy_JPEG%2FKakaoTalk_20231022_181446010_05.jpg,37.8501409,127.7501206,,,강원특별자치도 춘천시 석사동 911-1,2023-10-11,1,71.26,2023-10-18 9:14:36,강원특별자치도,춘천시,석사동,911-1
11691,가미칼국수,국수,한식,기타,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231024_170%2F1698117533317xAMfP_JPEG%2FIMG_0094.jpeg,37.8756731,127.7433961,,,강원특별자치도 춘천시 효자동 18-42,2021-07-02,1,90.42,2023-10-11 11:15:34,강원특별자치도,춘천시,효자동,18-42
10784,알라딘,기타,기타,기타,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181231_34%2F1546227598365ENV8b_JPEG%2FcLwjh6o3Wg_aWswe76L2a_Ta.jpg,37.8726919,127.7453151,,,강원특별자치도 춘천시 효자동 632-26,2022-11-10,1,126.28,2022-11-14 14:17:51,강원특별자치도,춘천시,효자동,632-26
9216,푸드엠에이,기타,분식,기타,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211130_184%2F1638276994928d9Hbb_JPEG%2FPslnJn-4QTLFkJGy0pYbTxnC.jpg,37.8665832,127.7375324,,,강원특별자치도 춘천시 효자동 176-62,1995-11-10,1,30.67,2021-11-04 9:27:59,강원특별자치도,춘천시,효자동,176-62
10972,하이홀덤춘천점,기타,기타,기타,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220127_13%2F1643282209774YKpzq_JPEG%2FKakaoTalk_20220110_223047874.jpg,37.8737965,127.7426188,,,강원특별자치도 춘천시 효자동 626-25,2022-01-17,1,165.18,2022-02-15 13:31:42,강원특별자치도,춘천시,효자동,626-25
11310,푸드랜드,기타,식육(숯불구이),기타,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220331_123%2F1648719185393h6gBU_JPEG%2F%25C7%25AA%25B5%25E5%25B7%25A3%25B5%25E5.jpg,37.8590921,127.7415506,,,강원특별자치도 춘천시 석사동 651-10,2015-07-08,1,61.56,2022-01-20 16:15:11,강원특별자치도,춘천시,석사동,651-10
11577,돈나와라뚝딱석사점,기타,한식,기타,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220813_83%2F1660387508382x6Poz_JPEG%2F%25B5%25B7%25B6%25D2.jpg,37.8613773,127.7424633,,,강원특별자치도 춘천시 석사동 639-3,2022-07-26,1,80.08,2022-08-01 17:54:30,강원특별자치도,춘천시,석사동,639-3
10701,하이홀덤 퇴계점,기타,기타,기타,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221026_25%2F1666782101100v1hpS_JPEG%2FKakaoTalk_20221026_163647246_05.jpg,37.8567369,127.7401894,,,강원특별자치도 춘천시 석사동 807-1 남부새마을금고석사지점,2022-09-26,1,104.93,2022-12-08 10:43:24,강원특별자치도,춘천시,석사동,807-1 남부새마을금고석사지점
9543,봄내골프클럽,기타,기타,기타,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221102_114%2F1667337580066XuCkT_JPEG%2F%25BA%25BD%25B3%25BB%25BD%25BA%25C5%25A9%25B8%25B0.jpg,37.862848,127.7398895,,,강원특별자치도 춘천시 효자동 223-1 2층,2010-07-01,1,78.8,2023-02-01 15:38:40,강원특별자치도,춘천시,효자동,223-1 2층
11517,케이푸드,기타,분식,기타,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221102_233%2F1667341255843QAJvz_JPEG%2Fk.jpg,37.862534,127.7393284,,,강원특별자치도 춘천시 석사동 694-2 석사근로복지아파트,2015-04-29,1,60.64,2022-01-19 15:05:52,강원특별자치도,춘천시,석사동,694-2 석사근로복지아파트
7650,잭밀러,기타,경양식,기타,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230320_238%2F1679322804313IpPO0_JPEG%2F20230228_211319.jpg,37.8489698,127.7497224,,,강원특별자치도 춘천시 석사동 940-1 (1층),2010-04-02,1,115.92,2017-11-28 15:14:26,강원특별자치도,춘천시,석사동,940-1 (1층)
10496,시즌즈(SEASONS),기타,기타,양식,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230517_187%2F1684318718028j750U_JPEG%2FIMG_8335.jpeg,37.8779686,127.7375969,,,강원특별자치도 춘천시 효자동 744,2023-05-04,1,26.01,2023-05-04 15:04:41,강원특별자치도,춘천시,효자동,744
12190,TRAM(트램),기타,기타,기타,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230518_58%2F1684379101984QVNF5_JPEG%2FKakaoTalk_20230518_120240875_01.jpg,37.8498059,127.7494576,,,강원특별자치도 춘천시 석사동 909-6,2018-12-06,1,114.85,2021-12-22 9:49:09,강원특별자치도,춘천시,석사동,909-6
10793,오늘키친,기타,기타,기타,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230522_139%2F1684737556795ySQjS_JPEG%2F004.jpg,37.8645882,127.7362579,,,강원특별자치도 춘천시 효자동 325-12,2022-11-17,1,19.8,2023-03-27 14:48:27,강원특별자치도,춘천시,효자동,325-12
11805,더만찬,기타,한식,기타,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230819_212%2F1692450052486BvEWp_JPEG%2FKakaoTalk_20230818_210315500_01.jpg,37.8558565,127.7452385,,,강원특별자치도 춘천시 석사동 818-10,2021-01-27,1,70.46,2021-05-14 14:17:17,강원특별자치도,춘천시,석사동,818-10
7544,베러인타임(better in time),기타,한식,양식,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230823_93%2F1692777380198X9K8u_JPEG%2F1000001434.jpg,37.8606319,127.7435896,,,강원특별자치도 춘천시 석사동 640-10,2023-07-27,1,82.88,2023-08-08 17:22:04,강원특별자치도,춘천시,석사동,640-10
7547,왕가탕후루 강원대점,기타,기타,기타,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230924_22%2F1695540252350Fbhmf_JPEG%2F1000005485.jpg,37.8730008,127.7449182,,,강원특별자치도 춘천시 효자동 632,2023-09-11,1,20,2023-09-20 10:42:38,강원특별자치도,춘천시,효자동,632
7566,피콜로,기타,기타,고기/구이,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231210_264%2F1702164302289jLPeq_JPEG%2FIMG_2797.jpeg,37.8488341,127.7491642,,,강원특별자치도 춘천시 석사동 186-36,2023-08-29,1,129.6,2023-10-23 17:01:45,강원특별자치도,춘천시,석사동,186-36
