기존 열 (구분/순서),번호,사업장명,img,Latitude,Longitude,openTime,closeTime,소재지전체주소,업태구분명,(공공데이터상 분류),인허가일자,영업상태구분코드,시설총규모,최종수정시점,시/도,구/군,동/면,상세주소
,11057,퍼스트러브(First Love),https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181010_183%2F1539136232349MDNrQ_JPEG%2FuuGb1FxVukW8bXFh0ZawwAnP.jpg,37.8754549,127.7389599,,,강원특별자치도 춘천시 효자동 607-8,기타,기타,2018-08-06,1,43.47,2018-08-06 17:28:41,강원특별자치도,춘천시,효자동,607-8
,10869,왕대박감자탕,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181013_205%2F1539386194604QlN9R_JPEG%2FmvmrnwsO9fhwOb9LXl-FzoMv.jpg,37.8737783,127.7432229,,,강원특별자치도 춘천시 효자동 626-18,기타,한식,2018-09-13,1,46.86,2022-02-07 14:38:36,강원특별자치도,춘천시,효자동,626-18
,11725,왕대박감자탕,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181013_205%2F1539386194604QlN9R_JPEG%2FmvmrnwsO9fhwOb9LXl-FzoMv.jpg,37.8738942,127.7414683,,,강원특별자치도 춘천시 효자동 617-7,기타,중국식,2017-09-22,1,114,2023-05-22 14:04:48,강원특별자치도,춘천시,효자동,617-7
,9740,우마이,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181013_279%2F1539381496091FuQ38_JPEG%2FSLImJY2tW7H5P3k-k8-sl0nC.jpg,37.8745162,127.74213,,,강원특별자치도 춘천시 효자동 619-6,기타,호프/통닭,2005-10-21,1,95.89,2021-12-18 17:48:02,강원특별자치도,춘천시,효자동,619-6
,8958,사또호프치킨,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181109_126%2F1541750888972kOkiz_JPEG%2FtRcc35MpFlBPMwC4J_EtKQtC.jpg,37.8716291,127.7357861,,,강원특별자치도 춘천시 효자동 154-9,기타,호프/통닭,1992-11-04,1,26.8,2020-12-08 11:26:03,강원특별자치도,춘천시,효자동,154-9
,9174,뼈다귀천국,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181203_77%2F1543801050549cTYPq_JPEG%2F-ZPW0WQqBGXPmw74lYSodLNI.jpeg.jpg,37.8761738,127.736249,,,강원특별자치도 춘천시 효자동 653-14,회,한식,1995-06-21,1,92.05,2021-12-20 14:46:07,강원특별자치도,춘천시,효자동,653-14
,9260,길림성,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181220_262%2F1545283276224hjCt3_JPEG%2F-LcZO8OvodfgeQJHlGdpzir0.jpg,37.854468,127.7473384,,,강원특별자치도 춘천시 석사동 827-2,기타,중국식,2000-01-03,1,150.48,2018-04-02 15:06:26,강원특별자치도,춘천시,석사동,827-2
,12217,조박사춘천옥돌포차,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181221_101%2F1545344454082rtbHH_JPEG%2FkazqKxfj-X4KhL_40m9BptSy.jpg,37.8593803,127.74087,,,강원특별자치도 춘천시 석사동 651-16,기타,정종/대포집/소주방,2017-03-13,1,72.54,2018-04-18 10:45:31,강원특별자치도,춘천시,석사동,651-16
,8871,먹촌가,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181221_38%2F1545357127583VakBS_JPEG%2FZ2mDtyxmeJCxWFXxXXdoKmcB.jpg,37.8597116,127.7426083,,,강원특별자치도 춘천시 석사동 642,기타,한식,2002-03-04,1,43.46,2022-02-07 9:56:12,강원특별자치도,춘천시,석사동,642
,9741,서래맥주집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181222_117%2F15454765297707DCzm_JPEG%2FAgVCR94GH6SrSvaMB0FJMVXk.jpg,37.8741557,127.7422889,,,"강원특별자치도 춘천시 효자동 618-14 (2동,1층)",고기/구이,호프/통닭,2005-10-21,1,100.08,2022-02-07 11:46:29,강원특별자치도,춘천시,효자동,"618-14 (2동,1층)"
,8634,한양왕족발보쌈,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181222_153%2F1545490226234GzMcp_JPEG%2FfSZzKDszi4pAfN0KoVk7gIqQ.jpg,37.8540414,127.7473321,,,강원특별자치도 춘천시 석사동 832-4 (1층),기타,한식,2007-08-17,1,119.16,2017-11-28 16:27:57,강원특별자치도,춘천시,석사동,832-4 (1층)
,8786,만석식당(강원대점),https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181222_165%2F15454799999437QFcE_JPEG%2FHNp6Kgn_xY6NllXT5SzTBsEU.jpg,37.8734188,127.7444241,,,강원특별자치도 춘천시 효자동 629-15,고기/구이,한식,1995-09-30,1,91.34,2022-12-21 10:42:06,강원특별자치도,춘천시,효자동,629-15
,9422,주동아리,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181222_169%2F1545479357288U67dq_JPEG%2Fomp-tiC2fyRIGySS7Gnh3nwp.jpg,37.873521,127.7437557,,,강원특별자치도 춘천시 효자동 628,치킨,경양식,1990-09-22,1,64.07,2022-06-30 7:14:58,강원특별자치도,춘천시,효자동,628
,9922,쏠라시,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181222_180%2F15454893332178SH15_JPEG%2FFAnNIWgaf-YMLL52ZTuVv1sG.jpg,37.8542826,127.7471581,,,강원특별자치도 춘천시 석사동 832-2,기타,라이브카페,2013-12-02,1,109.48,2023-05-10 14:42:00,강원특별자치도,춘천시,석사동,832-2
,7875,리얼콜,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181222_39%2F1545480157213nG7uu_JPEG%2FpLgn6d2pcv_CFp0FUIZ_IQ5i.jpg,37.8731891,127.7444193,,,강원특별자치도 춘천시 효자동 628-17 (2층),양식,감성주점,2009-08-04,1,115.07,2021-01-12 10:09:02,강원특별자치도,춘천시,효자동,628-17 (2층)
,11427,만보네,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181223_104%2F15455491832205u1Ud_JPEG%2FmHlZsDCQp2s9KN8GbtL52W0i.jpg,37.8759017,127.7433356,,,강원특별자치도 춘천시 효자동 18-104,기타,한식,2015-07-14,1,79.76,2023-03-16 8:56:57,강원특별자치도,춘천시,효자동,18-104
,9603,온돌집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181223_122%2F1545524403985lsumX_JPEG%2FLe3cDzMs9o6ls6LzHLPhPeh4.jpg,37.8532096,127.7469284,,,강원특별자치도 춘천시 석사동 840-7,고기/구이,한식,2009-03-19,1,90.48,2017-11-30 18:06:25,강원특별자치도,춘천시,석사동,840-7
,8513,봉실스넥2,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181223_123%2F1545565047685WeHsc_JPEG%2FNNE6N7S7rH1YP8vNbsGBUipE.jpg,37.8732505,127.7450681,,,강원특별자치도 춘천시 효자동 631-13 (3동),기타,분식,2003-03-05,1,50.45,2018-02-26 12:54:24,강원특별자치도,춘천시,효자동,631-13 (3동)
,9101,봉실스넥,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181223_123%2F1545565047685WeHsc_JPEG%2FNNE6N7S7rH1YP8vNbsGBUipE.jpg,37.8732505,127.7450681,,,강원특별자치도 춘천시 효자동 631-13,양식,분식,1998-09-02,1,43.37,2022-09-22 10:58:59,강원특별자치도,춘천시,효자동,631-13
,9033,어우러지,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181223_237%2F1545542229188jUTnz_JPEG%2FyhNQwjE8IHrx15duVnEH3Exm.jpg,37.8726398,127.7455395,,,강원특별자치도 춘천시 효자동 632-27,기타,호프/통닭,1991-03-15,1,31.2,2021-12-18 17:54:54,강원특별자치도,춘천시,효자동,632-27
,8915,장할매국밥,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181223_35%2F15455661393331zuew_JPEG%2F7s0QdE4nEhXwB3QQeCiVMwHN.jpg,37.8729515,127.7451565,,,강원특별자치도 춘천시 효자동 632-9 (1층),양식,한식,2001-10-22,1,86.85,2023-09-06 8:54:12,강원특별자치도,춘천시,효자동,632-9 (1층)
,7788,효자골영양탕,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181223_86%2F1545533369712gztPj_JPEG%2FtHZ1UNteD98JghbypFHozZHs.jpg,37.8536689,127.7467365,,,강원특별자치도 춘천시 석사동 836-6,기타,탕류(보신용),2003-09-30,1,103.44,2022-02-07 10:51:33,강원특별자치도,춘천시,석사동,836-6
,9230,니하오양꼬치,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181224_15%2F1545604071744NVlQL_JPEG%2F9O4GftYpPtmItifdwf-hVp9l.jpg,37.867017,127.7522447,,,"강원특별자치도 춘천시 석사동 737-6 ,7",분식,식육(숯불구이),2001-07-27,1,36.9,2020-07-22 14:33:54,강원특별자치도,춘천시,석사동,"737-6 ,7"
,10848,초빈닭갈비,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181224_57%2F1545634415106aIcSO_JPEG%2FuVm7uV9LPhguALxYO27b8uAd.jpg,37.8663076,127.7525097,,,강원특별자치도 춘천시 석사동 735-13,기타,한식,2016-09-22,1,118.78,2018-01-16 10:38:09,강원특별자치도,춘천시,석사동,735-13
,8231,미스타빈,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181224_70%2F1545603938580SakIz_JPEG%2FxuK4Ck90PAue2BJgHSw38A_t.jpg,37.8667217,127.7523015,,,강원특별자치도 춘천시 석사동 736-16,양식,호프/통닭,1994-09-02,1,0,2021-04-28 10:07:19,강원특별자치도,춘천시,석사동,736-16
,8345,황금어장,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181225_140%2F1545723388402r0J7v_JPEG%2FXuEzmn4ux2wJqKILD7I5wKtn.jpg,37.8669908,127.752869,,,강원특별자치도 춘천시 석사동 736-4 (1층),회,일식,2010-09-16,1,105.12,2022-01-19 11:14:34,강원특별자치도,춘천시,석사동,736-4 (1층)
,9809,쭌이네생모듬구이,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181225_176%2F1545732069191xaO9y_JPEG%2F5NheAPllh9j1X9wrZgDixa6X.jpg,37.8662365,127.7530384,,,강원특별자치도 춘천시 석사동 734-15,고기/구이,한식,2013-03-11,1,55.03,2022-01-19 13:45:27,강원특별자치도,춘천시,석사동,734-15
,11456,황산차이나,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181225_229%2F1545720170034yDCGp_JPEG%2Ftz7tTqqXIl9U9DmqY4ciXMxX.jpg,37.8591164,127.7450766,,,강원특별자치도 춘천시 석사동 677,기타,중국식,2014-09-02,1,129.38,2022-01-19 14:41:04,강원특별자치도,춘천시,석사동,677
,9440,삼겹천하,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181225_72%2F1545738415694EUsiC_JPEG%2FM3gkEmCal5XanIVVNWYHTwRB.jpg,37.8658947,127.7520466,,,강원특별자치도 춘천시 석사동 742-17,고기/구이,한식,1998-06-29,1,67.94,2012-01-31 11:31:51,강원특별자치도,춘천시,석사동,742-17
,8603,황씨보쌈,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181225_91%2F1545736573837uFf22_JPEG%2FTgNxE62xb-e7qvMRFyt39_Gc.jpg,37.8664048,127.7532272,,,강원특별자치도 춘천시 석사동 734-17,고기/구이,한식,1997-12-22,1,51,2021-10-27 13:16:42,강원특별자치도,춘천시,석사동,734-17
,8222,뚱이수육국밥,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181227_158%2F1545915507757Praax_JPEG%2FgPqWBVMwmxzFUUfupGhn7b4R.jpg,37.8673462,127.7523475,,,강원특별자치도 춘천시 석사동 737-20,양식,한식,2002-01-04,1,85.37,2014-05-16 9:47:33,강원특별자치도,춘천시,석사동,737-20
,8431,엄마생각,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181227_207%2F1545910647795iH9Qn_JPEG%2FPzsYGuvAUPRSaCaWk0-3Ji2t.jpg,37.854461,127.7487816,,,강원특별자치도 춘천시 석사동 283-15 삼익세라믹상가 104호,기타,기타,2011-07-08,1,27.36,2022-01-19 11:47:25,강원특별자치도,춘천시,석사동,283-15 삼익세라믹상가104호
,8607,황소돌곱창구이,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190102_261%2F1546435825418HQw7r_JPEG%2F95sECq8sF7e2H8SBkrYRHRev.jpg,37.865527,127.7509655,,,강원특별자치도 춘천시 석사동 749-1,고기/구이,한식,2000-06-08,1,55.7,2023-06-19 18:05:09,강원특별자치도,춘천시,석사동,749-1
,11309,미나토,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190104_148%2F1546586307440pGxhP_JPEG%2FE8MAmgE54-_EbUKCmf5Arghr.jpg,37.8478242,127.7539509,,,강원특별자치도 춘천시 석사동 966-6,기타,기타,2015-07-06,1,110.88,2019-12-27 16:35:09,강원특별자치도,춘천시,석사동,966-6
,9691,신촌돈까스,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190105_218%2F1546618088373tCd3i_JPEG%2Fb-eLaULQuX4RuFs7baitwzHT.jpg,37.8733747,127.7451501,,,강원특별자치도 춘천시 효자동 631,국수,경양식,2003-04-11,1,42.37,2017-07-21 11:57:14,강원특별자치도,춘천시,효자동,631
,9546,가마솥통닭,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190105_262%2F1546697160219zi6jX_JPEG%2FKlKI7LScMwoXXHsDjuCTBWbZ.jpg,37.8576932,127.7446452,,,강원특별자치도 춘천시 석사동 667-5 (1층),고기/구이,식육(숯불구이),2010-07-06,1,36.72,2014-06-10 16:33:15,강원특별자치도,춘천시,석사동,667-5 (1층)
,8759,홍어와탁주,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190105_31%2F15466783060599xCRM_JPEG%2F5jHAGOJte6EtNenwFrjyujP7.jpg,37.8602478,127.7397482,,,강원특별자치도 춘천시 석사동 707-4 (1층),회,호프/통닭,1999-09-29,1,44.55,2022-01-20 17:29:26,강원특별자치도,춘천시,석사동,707-4 (1층)
,8218,맛고을통닭,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190105_48%2F1546687543647sUMtl_JPEG%2Fcmay89ZThwtAsEyQlYBdCgNj.jpg,37.8592388,127.7417014,,,강원특별자치도 춘천시 석사동 643-8,치킨,통닭(치킨),2000-01-21,1,54.05,2021-02-22 10:07:12,강원특별자치도,춘천시,석사동,643-8
,9865,조부자순대국(강대점),https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190107_133%2F1546840194663KnBWi_JPEG%2FoLiZIpcjmOUrRd6rB-pRT5EN.jpg,37.8734351,127.7436901,,,강원특별자치도 춘천시 효자동 628-1,국밥,한식,2014-02-06,1,60.48,2022-01-19 14:18:53,강원특별자치도,춘천시,효자동,628-1
,11136,꼴두바우강대점,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190107_144%2F1546835605761mRJ3X_JPEG%2Fx7jM-UoqolosBgmAEb3rjRdu.jpg,37.8743304,127.7424035,,,강원특별자치도 춘천시 효자동 619-8 1층,국수,식육(숯불구이),2014-07-31,1,78.96,2023-05-26 16:14:02,강원특별자치도,춘천시,효자동,619-8 1층
,8086,해안막국수,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190107_161%2F1546847220158xpMqv_JPEG%2FU3ZGKNv_5spugtA03zFRvwlS.jpg,37.8753217,127.7423623,,,강원특별자치도 춘천시 효자동 623-19,국수,한식,2002-06-05,1,59.38,2022-02-07 10:23:00,강원특별자치도,춘천시,효자동,623-19
,8593,봉수닭갈비,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190107_175%2F1546839634098ntyJE_JPEG%2FjFj2KJGFYiWhS0IqNOgCuV0g.jpg,37.8735516,127.7435168,,,강원특별자치도 춘천시 효자동 626-14 1층,고기/구이,식육(숯불구이),1993-10-15,1,51.03,2015-12-18 16:21:33,강원특별자치도,춘천시,효자동,626-14 1층
,8362,밥보네집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190107_238%2F1546842864919tC7KI_JPEG%2F8MlnJGqkuKAe5jBYJ61Z2_Em.jpg,37.8727837,127.7450953,,,"강원특별자치도 춘천시 효자동 632 (3동,1층)",기타,한식,2004-05-07,1,18.32,2023-04-28 15:24:24,강원특별자치도,춘천시,효자동,"632 (3동,1층)"
,8435,간이역효자역점,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190107_60%2F1546862174577uFlKM_JPEG%2F39lrwkcsCTcqclR9_lW-jIUT.jpg,37.8710464,127.7320353,,,"강원특별자치도 춘천시 효자동 668-2 (2동, 1층)",고기/구이,호프/통닭,2006-01-09,1,32.76,2012-12-12 16:41:28,강원특별자치도,춘천시,효자동,"668-2 (2동, 1층)"
,11256,트링켄74(TrinKen74),https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190107_80%2F15468605409340aV2m_JPEG%2FrAoC7dFMt9ihrMHm2RFV2mo-.jpg,37.853315,127.7413897,,,강원특별자치도 춘천시 석사동 866-3,기타,통닭(치킨),2015-03-31,1,36,2020-10-13 16:47:49,강원특별자치도,춘천시,석사동,866-3
,7610,60주년기념관카페마운틴,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190108_61%2F1546927532420XFwi7_JPEG%2FZsPgzdZ_bp7t0R6_6eFiO738.jpeg.jpg,37.8689546,127.7450121,,,강원특별자치도 춘천시 효자동 192-1 외39필지,양식,기타,2010-05-11,1,251.95,2022-05-06 10:59:26,강원특별자치도,춘천시,효자동,192-1 외39필지
,8609,꼴두바우애막골점,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190109_169%2F1547043083769hn4Y3_JPEG%2FIFSfLU1HNZzuCPZsyuk26E_h.jpg,37.8666326,127.7531178,,,강원특별자치도 춘천시 석사동 735-5,국수,한식,2000-07-07,1,42.74,2022-01-21 17:53:51,강원특별자치도,춘천시,석사동,735-5
,12266,땡촌닭발애막골점,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190109_45%2F15470429244857cH7k_JPEG%2Fy0uSAH-Nqvdn3c_CqcDObZiW.jpg,37.8666326,127.7531178,,,강원특별자치도 춘천시 석사동 735-5,기타,한식,2018-12-14,1,52.32,2018-12-14 11:05:29,강원특별자치도,춘천시,석사동,735-5
,8892,김밥세상,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190109_71%2F1546984886416oLtUV_JPEG%2FXI0xLfn3hXuH4F9Sls9JL2bD.jpg,37.8579209,127.7462048,,,강원특별자치도 춘천시 석사동 311-5,양식,분식,2001-04-16,1,31.39,2015-10-07 15:52:09,강원특별자치도,춘천시,석사동,311-5
,8578,봉가,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190109_99%2F154704589305254uww_JPEG%2Fp0bB7oIvKMFvT4vPMLiimDeQ.jpg,37.8671494,127.7542791,,,강원특별자치도 춘천시 석사동 729-2 (1층),기타,횟집,2007-10-23,1,157.6,2021-08-30 17:05:26,강원특별자치도,춘천시,석사동,729-2 (1층)
,9321,애막골진미감자탕,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190110_108%2F1547129148420O8VkO_JPEG%2FZTAh2xST-s_xvxc4Ib-0veRd.jpg,37.8663932,127.7534574,,,강원특별자치도 춘천시 석사동 734-5,기타,한식,1998-12-29,1,64.79,2022-01-19 14:34:11,강원특별자치도,춘천시,석사동,734-5
,11138,5감족발,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190110_157%2F1547096828242Ovoie_JPEG%2Fw02HSV4cu4UrMPB2sqRa8T64.jpg,37.8783761,127.7407956,,,강원특별자치도 춘천시 효자동 750-9,기타,식육(숯불구이),2017-05-10,1,121.56,2022-02-07 16:26:39,강원특별자치도,춘천시,효자동,750-9
,8894,조개본능,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190110_183%2F1547090995992uNWi4_JPEG%2FWZtVDZmX8fj8pjCyaf3KShbQ.jpeg.jpg,37.8667076,127.7518979,,,강원특별자치도 춘천시 석사동 737-10,회,식육(숯불구이),2001-04-26,1,43.68,2021-12-19 16:51:18,강원특별자치도,춘천시,석사동,737-10
,9278,청사초롱,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190110_187%2F1547074886184ggzKs_JPEG%2FMnNAMGlOFEbFONoW_t7AeKOb.jpg,37.8705461,127.7256128,,,강원특별자치도 춘천시 효자동 684-11,기타,기타,2000-11-16,1,29.59,2022-01-21 17:46:38,강원특별자치도,춘천시,효자동,684-11
,7633,원조신토불이,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190110_230%2F1547047980241jSpQP_JPEG%2FtZFDp8vpkRceyPc26wo-TZY1.jpg,37.8671482,127.755025,,,강원특별자치도 춘천시 석사동 726-5,찜/탕/찌개,한식,2003-06-27,1,88.86,2013-03-12 10:46:59,강원특별자치도,춘천시,석사동,726-5
,9045,향희,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190110_283%2F15470976738928Cd1r_JPEG%2FUDNiwGDrRFPFa4zuUvMwDhmS.jpg,37.8788877,127.7419263,,,강원특별자치도 춘천시 효자동 757-9,중식,중국식,1977-05-26,1,100.91,2022-01-13 16:59:30,강원특별자치도,춘천시,효자동,757-9
,8685,옥탑방오봉자싸롱,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190110_35%2F1547122307874mxuXF_JPEG%2FMyNOvrkMVg0TVoKNwjcMNAnU.jpg,37.8673937,127.7529719,,,"강원특별자치도 춘천시 석사동 728-7 (1층, 좌측)",기타,정종/대포집/소주방,2002-11-25,1,48,2018-05-04 14:58:03,강원특별자치도,춘천시,석사동,"728-7 (1층, 좌측)"
,9320,꼬꼬랑꼬치랑,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190110_6%2F1547047886016lk1pQ_JPEG%2FkjH3CQftNAfSRcQS8mnnE6bX.jpg,37.8671482,127.754883,,,강원특별자치도 춘천시 석사동 726-6,치킨,통닭(치킨),1998-12-24,1,75.46,2021-08-03 22:16:30,강원특별자치도,춘천시,석사동,726-6
,9879,루앤루,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190112_11%2F1547298253925Ejvnr_JPEG%2F720wMqwJlqBqRxxe5s1weCsK.jpg,37.8669297,127.7548822,,,강원특별자치도 춘천시 석사동 724-11,중식,중국식,2009-01-21,1,85.03,2022-02-09 17:26:57,강원특별자치도,춘천시,석사동,724-11
,9585,왕가마솥뚜껑,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190112_180%2F1547276490786TtmrO_JPEG%2Fzbi-d7fQiEg9Zz2UYNsOqPn3.jpg,37.8537217,127.74734,,,강원특별자치도 춘천시 석사동 832-7,국수,한식,2003-04-30,1,84.48,2023-06-08 14:41:08,강원특별자치도,춘천시,석사동,832-7
,9207,바다해물찜감자탕,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190112_4%2F1547223464385kunPB_JPEG%2F0pzpzdHOrOSiQCeDx26bGDlo.jpg,37.8656551,127.7523863,,,강원특별자치도 춘천시 석사동 743-17,기타,탕류(보신용),1999-03-27,1,75.84,2022-02-07 9:30:07,강원특별자치도,춘천시,석사동,743-17
,9006,공지천왕갈비(애막골점),https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190112_56%2F1547246221765TmWAC_JPEG%2FJCTVdNoUI8quRCf6BQXs0i14.jpg,37.865733,127.7518653,,,강원특별자치도 춘천시 석사동 742-15,고기/구이,식육(숯불구이),2001-07-16,1,97.97,2013-03-04 10:25:13,강원특별자치도,춘천시,석사동,742-15
