index_cafeteria,cafeteria_name,img,Latitude,Longitude,openTime,closeTime,소재지전체주소,label_zero-shot,cafeteria_type_orignal,인허가일자,영업상태구분코드,시설총규모,최종수정시점,시/도,구/군,동/면,상세주소
7875,리얼콜,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181222_39%2F1545480157213nG7uu_JPEG%2FpLgn6d2pcv_CFp0FUIZ_IQ5i.jpg,37.8731891,127.7444193,,,강원특별자치도 춘천시 효자동 628-17 (2층),양식,감성주점,2009-08-04,1,115.07,2021-01-12 10:09:02,강원특별자치도,춘천시,효자동,628-17 (2층)
9603,온돌집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181223_122%2F1545524403985lsumX_JPEG%2FLe3cDzMs9o6ls6LzHLPhPeh4.jpg,37.8532096,127.7469284,,,강원특별자치도 춘천시 석사동 840-7,고기/구이,한식,2009-03-19,1,90.48,2017-11-30 18:06:25,강원특별자치도,춘천시,석사동,840-7
9101,봉실스넥,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181223_123%2F1545565047685WeHsc_JPEG%2FNNE6N7S7rH1YP8vNbsGBUipE.jpg,37.8732505,127.7450681,,,강원특별자치도 춘천시 효자동 631-13,양식,분식,1998-09-02,1,43.37,2022-09-22 10:58:59,강원특별자치도,춘천시,효자동,631-13
8915,장할매국밥,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181223_35%2F15455661393331zuew_JPEG%2F7s0QdE4nEhXwB3QQeCiVMwHN.jpg,37.8729515,127.7451565,,,강원특별자치도 춘천시 효자동 632-9 (1층),양식,한식,2001-10-22,1,86.85,2023-09-06 8:54:12,강원특별자치도,춘천시,효자동,632-9 (1층)
9230,니하오양꼬치,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181224_15%2F1545604071744NVlQL_JPEG%2F9O4GftYpPtmItifdwf-hVp9l.jpg,37.867017,127.7522447,,,"강원특별자치도 춘천시 석사동 737-6 ,7",분식,식육(숯불구이),2001-07-27,1,36.9,2020-07-22 14:33:54,강원특별자치도,춘천시,석사동,"737-6 ,7"
8231,미스타빈,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181224_70%2F1545603938580SakIz_JPEG%2FxuK4Ck90PAue2BJgHSw38A_t.jpg,37.8667217,127.7523015,,,강원특별자치도 춘천시 석사동 736-16,양식,호프/통닭,1994-09-02,1,0,2021-04-28 10:07:19,강원특별자치도,춘천시,석사동,736-16
8345,황금어장,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181225_140%2F1545723388402r0J7v_JPEG%2FXuEzmn4ux2wJqKILD7I5wKtn.jpg,37.8669908,127.752869,,,강원특별자치도 춘천시 석사동 736-4 (1층),회,일식,2010-09-16,1,105.12,2022-01-19 11:14:34,강원특별자치도,춘천시,석사동,736-4 (1층)
9809,쭌이네생모듬구이,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181225_176%2F1545732069191xaO9y_JPEG%2F5NheAPllh9j1X9wrZgDixa6X.jpg,37.8662365,127.7530384,,,강원특별자치도 춘천시 석사동 734-15,고기/구이,한식,2013-03-11,1,55.03,2022-01-19 13:45:27,강원특별자치도,춘천시,석사동,734-15
9440,삼겹천하,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181225_72%2F1545738415694EUsiC_JPEG%2FM3gkEmCal5XanIVVNWYHTwRB.jpg,37.8658947,127.7520466,,,강원특별자치도 춘천시 석사동 742-17,고기/구이,한식,1998-06-29,1,67.94,2012-01-31 11:31:51,강원특별자치도,춘천시,석사동,742-17
8603,황씨보쌈,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181225_91%2F1545736573837uFf22_JPEG%2FTgNxE62xb-e7qvMRFyt39_Gc.jpg,37.8664048,127.7532272,,,강원특별자치도 춘천시 석사동 734-17,고기/구이,한식,1997-12-22,1,51,2021-10-27 13:16:42,강원특별자치도,춘천시,석사동,734-17
8222,뚱이수육국밥,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181227_158%2F1545915507757Praax_JPEG%2FgPqWBVMwmxzFUUfupGhn7b4R.jpg,37.8673462,127.7523475,,,강원특별자치도 춘천시 석사동 737-20,양식,한식,2002-01-04,1,85.37,2014-05-16 9:47:33,강원특별자치도,춘천시,석사동,737-20
8607,황소돌곱창구이,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190102_261%2F1546435825418HQw7r_JPEG%2F95sECq8sF7e2H8SBkrYRHRev.jpg,37.865527,127.7509655,,,강원특별자치도 춘천시 석사동 749-1,고기/구이,한식,2000-06-08,1,55.7,2023-06-19 18:05:09,강원특별자치도,춘천시,석사동,749-1
9691,신촌돈까스,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190105_218%2F1546618088373tCd3i_JPEG%2Fb-eLaULQuX4RuFs7baitwzHT.jpg,37.8733747,127.7451501,,,강원특별자치도 춘천시 효자동 631,국수,경양식,2003-04-11,1,42.37,2017-07-21 11:57:14,강원특별자치도,춘천시,효자동,631
9546,가마솥통닭,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190105_262%2F1546697160219zi6jX_JPEG%2FKlKI7LScMwoXXHsDjuCTBWbZ.jpg,37.8576932,127.7446452,,,강원특별자치도 춘천시 석사동 667-5 (1층),고기/구이,식육(숯불구이),2010-07-06,1,36.72,2014-06-10 16:33:15,강원특별자치도,춘천시,석사동,667-5 (1층)
8759,홍어와탁주,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190105_31%2F15466783060599xCRM_JPEG%2F5jHAGOJte6EtNenwFrjyujP7.jpg,37.8602478,127.7397482,,,강원특별자치도 춘천시 석사동 707-4 (1층),회,호프/통닭,1999-09-29,1,44.55,2022-01-20 17:29:26,강원특별자치도,춘천시,석사동,707-4 (1층)
8218,맛고을통닭,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190105_48%2F1546687543647sUMtl_JPEG%2Fcmay89ZThwtAsEyQlYBdCgNj.jpg,37.8592388,127.7417014,,,강원특별자치도 춘천시 석사동 643-8,치킨,통닭(치킨),2000-01-21,1,54.05,2021-02-22 10:07:12,강원특별자치도,춘천시,석사동,643-8
9865,조부자순대국(강대점),https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190107_133%2F1546840194663KnBWi_JPEG%2FoLiZIpcjmOUrRd6rB-pRT5EN.jpg,37.8734351,127.7436901,,,강원특별자치도 춘천시 효자동 628-1,국밥,한식,2014-02-06,1,60.48,2022-01-19 14:18:53,강원특별자치도,춘천시,효자동,628-1
11136,꼴두바우강대점,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190107_144%2F1546835605761mRJ3X_JPEG%2Fx7jM-UoqolosBgmAEb3rjRdu.jpg,37.8743304,127.7424035,,,강원특별자치도 춘천시 효자동 619-8 1층,국수,식육(숯불구이),2014-07-31,1,78.96,2023-05-26 16:14:02,강원특별자치도,춘천시,효자동,619-8 1층
8086,해안막국수,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190107_161%2F1546847220158xpMqv_JPEG%2FU3ZGKNv_5spugtA03zFRvwlS.jpg,37.8753217,127.7423623,,,강원특별자치도 춘천시 효자동 623-19,국수,한식,2002-06-05,1,59.38,2022-02-07 10:23:00,강원특별자치도,춘천시,효자동,623-19
8593,봉수닭갈비,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190107_175%2F1546839634098ntyJE_JPEG%2FjFj2KJGFYiWhS0IqNOgCuV0g.jpg,37.8735516,127.7435168,,,강원특별자치도 춘천시 효자동 626-14 1층,고기/구이,식육(숯불구이),1993-10-15,1,51.03,2015-12-18 16:21:33,강원특별자치도,춘천시,효자동,626-14 1층
8435,간이역효자역점,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190107_60%2F1546862174577uFlKM_JPEG%2F39lrwkcsCTcqclR9_lW-jIUT.jpg,37.8710464,127.7320353,,,"강원특별자치도 춘천시 효자동 668-2 (2동, 1층)",고기/구이,호프/통닭,2006-01-09,1,32.76,2012-12-12 16:41:28,강원특별자치도,춘천시,효자동,"668-2 (2동, 1층)"
7610,60주년기념관카페마운틴,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190108_61%2F1546927532420XFwi7_JPEG%2FZsPgzdZ_bp7t0R6_6eFiO738.jpeg.jpg,37.8689546,127.7450121,,,강원특별자치도 춘천시 효자동 192-1 외39필지,양식,기타,2010-05-11,1,251.95,2022-05-06 10:59:26,강원특별자치도,춘천시,효자동,192-1 외39필지
8609,꼴두바우애막골점,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190109_169%2F1547043083769hn4Y3_JPEG%2FIFSfLU1HNZzuCPZsyuk26E_h.jpg,37.8666326,127.7531178,,,강원특별자치도 춘천시 석사동 735-5,국수,한식,2000-07-07,1,42.74,2022-01-21 17:53:51,강원특별자치도,춘천시,석사동,735-5
8892,김밥세상,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190109_71%2F1546984886416oLtUV_JPEG%2FXI0xLfn3hXuH4F9Sls9JL2bD.jpg,37.8579209,127.7462048,,,강원특별자치도 춘천시 석사동 311-5,양식,분식,2001-04-16,1,31.39,2015-10-07 15:52:09,강원특별자치도,춘천시,석사동,311-5
8894,조개본능,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190110_183%2F1547090995992uNWi4_JPEG%2FWZtVDZmX8fj8pjCyaf3KShbQ.jpeg.jpg,37.8667076,127.7518979,,,강원특별자치도 춘천시 석사동 737-10,회,식육(숯불구이),2001-04-26,1,43.68,2021-12-19 16:51:18,강원특별자치도,춘천시,석사동,737-10
7633,원조신토불이,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190110_230%2F1547047980241jSpQP_JPEG%2FtZFDp8vpkRceyPc26wo-TZY1.jpg,37.8671482,127.755025,,,강원특별자치도 춘천시 석사동 726-5,찜/탕/찌개,한식,2003-06-27,1,88.86,2013-03-12 10:46:59,강원특별자치도,춘천시,석사동,726-5
9045,향희,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190110_283%2F15470976738928Cd1r_JPEG%2FUDNiwGDrRFPFa4zuUvMwDhmS.jpg,37.8788877,127.7419263,,,강원특별자치도 춘천시 효자동 757-9,중식,중국식,1977-05-26,1,100.91,2022-01-13 16:59:30,강원특별자치도,춘천시,효자동,757-9
9320,꼬꼬랑꼬치랑,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190110_6%2F1547047886016lk1pQ_JPEG%2FkjH3CQftNAfSRcQS8mnnE6bX.jpg,37.8671482,127.754883,,,강원특별자치도 춘천시 석사동 726-6,치킨,통닭(치킨),1998-12-24,1,75.46,2021-08-03 22:16:30,강원특별자치도,춘천시,석사동,726-6
9879,루앤루,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190112_11%2F1547298253925Ejvnr_JPEG%2F720wMqwJlqBqRxxe5s1weCsK.jpg,37.8669297,127.7548822,,,강원특별자치도 춘천시 석사동 724-11,중식,중국식,2009-01-21,1,85.03,2022-02-09 17:26:57,강원특별자치도,춘천시,석사동,724-11
9585,왕가마솥뚜껑,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190112_180%2F1547276490786TtmrO_JPEG%2Fzbi-d7fQiEg9Zz2UYNsOqPn3.jpg,37.8537217,127.74734,,,강원특별자치도 춘천시 석사동 832-7,국수,한식,2003-04-30,1,84.48,2023-06-08 14:41:08,강원특별자치도,춘천시,석사동,832-7
9006,공지천왕갈비(애막골점),https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190112_56%2F1547246221765TmWAC_JPEG%2FJCTVdNoUI8quRCf6BQXs0i14.jpg,37.865733,127.7518653,,,강원특별자치도 춘천시 석사동 742-15,고기/구이,식육(숯불구이),2001-07-16,1,97.97,2013-03-04 10:25:13,강원특별자치도,춘천시,석사동,742-15
8994,화사랑,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190112_70%2F1547221657957PsBDU_JPEG%2Fp7HmemiM-g3FHmkp8WOzm7kq.jpg,37.8658869,127.7528864,,,강원특별자치도 춘천시 석사동 734-11,양식,호프/통닭,1998-11-03,1,38.95,2021-12-20 14:33:37,강원특별자치도,춘천시,석사동,734-11
9983,스무숲동해곰치,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190113_295%2F1547367110798e6kp3_JPEG%2FAsOdLeiwVNATaMuUcPbhecmE.jpg,37.8500474,127.7496886,,,강원특별자치도 춘천시 석사동 909-8 (1층),백반,한식,2006-08-24,1,136.63,2023-02-15 13:41:36,강원특별자치도,춘천시,석사동,909-8 (1층)
9236,청평미가,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190114_13%2F1547466012681F5Cwy_JPEG%2FaHN4BtVFrguCLWTumVVOykTw.jpg,37.8584903,127.7427145,,,강원특별자치도 춘천시 석사동 669-13 1층,고기/구이,한식,1999-05-10,1,85.86,2021-10-18 14:20:35,강원특별자치도,춘천시,석사동,669-13 1층
10061,감자골옹심이,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190114_282%2F1547447912357cpsOB_JPEG%2FtH8xdMj_rmtQowcgQYO6gxq3.jpg,37.8667137,127.7291098,,,강원특별자치도 춘천시 효자동 696-7,양식,한식,1996-11-20,1,71.26,2021-12-21 19:16:49,강원특별자치도,춘천시,효자동,696-7
11236,어반벨리(Urban Belly),https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190117_32%2F1547659624461PDWRt_JPEG%2FyJ1L7yaWGGQepNCbePudl1uj.jpg,37.8682937,127.7311163,,,강원특별자치도 춘천시 효자동 700-10,버거,분식,2018-09-21,1,18,2020-08-27 16:57:31,강원특별자치도,춘천시,효자동,700-10
8020,소림생고기,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190118_144%2F1547754690332xCkng_JPEG%2Fvhh2xWouE-PaBEv3WXBZSe7f.jpg,37.8793121,127.7406315,,,강원특별자치도 춘천시 효자동 756,고기/구이,식육(숯불구이),2007-11-13,1,84.58,2022-02-07 13:34:45,강원특별자치도,춘천시,효자동,756
9126,산골손칼국수,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190124_152%2F1548329076189tG396_JPEG%2FoMvVP5X86mqyz_Dd78Sna760.jpg,37.8610426,127.7397094,,,강원특별자치도 춘천시 석사동 705-10,국수,한식,1992-06-22,1,39.6,2023-04-25 11:23:30,강원특별자치도,춘천시,석사동,705-10
9927,양평신내서울해장국,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190126_55%2F15485058140961lbHM_JPEG%2F58eiMo4llwQCijgrfibvEkTR.jpg,37.8614543,127.7457171,,,강원특별자치도 춘천시 석사동 777-6 (1층),국밥,탕류(보신용),2007-05-25,1,119.98,2022-02-07 13:25:41,강원특별자치도,춘천시,석사동,777-6 (1층)
9183,팔도한방오리,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190128_189%2F15486042303242xWrj_JPEG%2F3GDlZFjByROaN0A2stb4_fwt.jpeg.jpg,37.8637267,127.7348252,,,강원특별자치도 춘천시 효자동 302-39,양식,식육(숯불구이),1995-09-18,1,157.82,2022-01-19 13:20:08,강원특별자치도,춘천시,효자동,302-39
8321,나들목주당,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190130_207%2F1548853465700SCmlN_JPEG%2FO97Y5ynAjET-Ofu4fSU66WJy.jpeg.jpg,37.8795091,127.7405952,,,강원특별자치도 춘천시 효자동 754-21,고기/구이,정종/대포집/소주방,2010-11-08,1,64.68,2022-01-19 11:20:43,강원특별자치도,춘천시,효자동,754-21
9926,도토리네집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190201_32%2F1548992307983M9zFx_JPEG%2FoYl_yNjczSYT66XMfrRli4NU.jpeg.jpg,37.8488685,127.7514912,,,강원특별자치도 춘천시 석사동 923-3 (1층),국밥,한식,2004-11-10,1,121.85,2020-07-01 14:25:01,강원특별자치도,춘천시,석사동,923-3 (1층)
8598,원앙닭갈비,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190320_249%2F1553053780788KRwgf_JPEG%2F1FvuJ1Sij1ENZPvM0VGw2N_b.jpg,37.8616826,127.7415448,,,강원특별자치도 춘천시 석사동 696-5,고기/구이,한식,1994-10-08,1,96.9,2013-04-04 13:21:36,강원특별자치도,춘천시,석사동,696-5
10474,초마미엔,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190404_176%2F1554362185230MSUpz_JPEG%2FUSaZHuiOrrE5OjvcL0rhuwEh.jpeg.jpg,37.8582589,127.7424522,,,강원특별자치도 춘천시 석사동 666-15,중식,중국식,2019-03-05,1,48.49,2021-10-12 10:11:15,강원특별자치도,춘천시,석사동,666-15
9973,소주신랑보쌈부인,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190408_85%2F1554728833390jDwSH_JPEG%2FY6I-BuSzJuETJWwABoftFnvf.jpg,37.8731962,127.743123,,,강원특별자치도 춘천시 효자동 627-8 2층,중식,한식,2013-03-27,1,53.31,2022-01-19 13:48:24,강원특별자치도,춘천시,효자동,627-8 2층
7643,대주객,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190507_98%2F15572056686208rgy2_JPEG%2Fqy1uG7Ymx2JXGGje9w6weY4F.jpg,37.8653439,127.7510227,,,강원특별자치도 춘천시 석사동 749-3 (1층),분식,정종/대포집/소주방,2004-05-18,1,122.59,2019-04-01 15:46:05,강원특별자치도,춘천시,석사동,749-3 (1층)
9730,중화요리죽향,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190525_225%2F1558730813924ny0Wl_JPEG%2FUBbMj0S2gRpneObdNoNRKXZO.jpg,37.8707777,127.7393485,,,"강원특별자치도 춘천시 효자동 183-6 (2동, 1층)",중식,중국식,2004-02-11,1,95.4,2021-08-28 15:00:29,강원특별자치도,춘천시,효자동,"183-6 (2동, 1층)"
8610,명품송어,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190529_169%2F1559127025360mp5jR_JPEG%2FIKlfX5jFP8D20N1i6IV7_cdc.jpg,37.8651561,127.7511908,,,강원특별자치도 춘천시 석사동 747-20 (1층),회,횟집,2002-03-21,1,98.46,2021-01-06 15:59:58,강원특별자치도,춘천시,석사동,747-20 (1층)
8860,혜리네스넥,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190529_204%2F1559140323548WgUxG_JPEG%2FjYvuDJ4CHrdQRHFsSa4IB60Z.jpg,37.8671482,127.7547409,,,강원특별자치도 춘천시 석사동 726-7,분식,분식,1999-02-12,1,31.6,2022-02-07 9:29:17,강원특별자치도,춘천시,석사동,726-7
9455,화천집,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190529_292%2F1559139950090tQLeY_JPEG%2F6xscLGfi_fljI5pnxw1kEYUS.jpg,37.8671483,127.7540369,,,강원특별자치도 춘천시 석사동 729-3,찜/탕/찌개,한식,2002-11-12,1,36.4,2012-02-01 10:56:23,강원특별자치도,춘천시,석사동,729-3
9583,스푼,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190604_88%2F1559644970170JsHe3_JPEG%2FsqhQGjXKyHyLywZHKQFUWoNy.jpg,37.8745988,127.7431512,,,"강원특별자치도 춘천시 효자동 20-14 ,21-3,63-52(3동)",고기/구이,한식,2002-10-24,1,97.34,2023-09-26 15:24:58,강원특별자치도,춘천시,효자동,"20-14 ,21-3,63-52(3동)"
9209,가마솥순대국(애막골점),https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190608_219%2F1559970585552n5WAr_JPEG%2FCzPNbetilbhdpqiuaskFaDTf.jpeg.jpg,37.8666327,127.7518101,,,강원특별자치도 춘천시 석사동 737-11,회,한식,1999-04-21,1,97.27,2021-01-06 15:57:21,강원특별자치도,춘천시,석사동,737-11
9918,나그랑,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190610_104%2F1560167261593gr9cy_JPEG%2FAmcvw2-UJwClxoZYKM7Aqbmn.jpg,37.8504692,127.7493806,,,강원특별자치도 춘천시 석사동 907-2,회,정종/대포집/소주방,2013-12-10,1,120.25,2023-01-12 15:44:35,강원특별자치도,춘천시,석사동,907-2
10368,카페너니,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190627_51%2F1561642943989DPouw_JPEG%2FM3strfgeVIkqYQrVvPGSTmns.jpeg.jpg,37.8573736,127.7426801,,,강원특별자치도 춘천시 석사동 660-9,고기/구이,기타,2023-05-19,1,33.66,2023-06-01 10:43:14,강원특별자치도,춘천시,석사동,660-9
9404,비와별닭갈비애막골점,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190701_53%2F1561961604126Un2rO_JPEG%2FTZlyoAN9QAve7EuYZHRdLNTQ.jpg,37.8671979,127.7535046,,,강원특별자치도 춘천시 석사동 729-6,고기/구이,식육(숯불구이),1998-08-28,1,141.37,2023-02-23 10:52:56,강원특별자치도,춘천시,석사동,729-6
10813,별식당강원대점,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190705_191%2F1562335806142h2KSq_JPEG%2FbzgKD79qwweLgpJg7YHqEW_0.JPG.jpg,37.8728395,127.7448309,,,강원특별자치도 춘천시 효자동 632-1,국밥,한식,2015-08-05,1,99.15,2021-09-27 17:09:46,강원특별자치도,춘천시,효자동,632-1
10982,동양관,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190705_197%2F1562304901782M5SaC_JPEG%2FnIHMslHWliqXONl8Tm0n7J1K.jpg,37.8543141,127.7474564,,,강원특별자치도 춘천시 석사동 827-4,양식,정종/대포집/소주방,2019-06-17,1,34.65,2021-04-11 22:52:37,강원특별자치도,춘천시,석사동,827-4
9651,스시원춘천석사점,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190724_30%2F1563934578160S74jb_JPEG%2FPu7kJwrADbh7EAVSwkyF5q4t.jpg,37.8512715,127.7440932,,,강원특별자치도 춘천시 석사동 880-4 프라임타워동103호,회,일식,2006-08-04,1,55.9,2022-06-14 11:15:01,강원특별자치도,춘천시,석사동,880-4 프라임타워동 103호
10917,피플스클럽,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190725_86%2F1564043396547qrHp9_JPEG%2FoEB2nTwu_hZQ7_V4SoLBBrSL.jpeg.jpg,37.8653113,127.7516325,,,강원특별자치도 춘천시 석사동 742-10,중식,기타,2015-01-19,1,107.8,2021-12-19 16:54:12,강원특별자치도,춘천시,석사동,742-10
8293,콩닭콩닭,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190729_22%2F1564338389128PVV2G_JPEG%2FEUOhzQ9UWJhHLikzKhzOEDZV.jpg,37.8651651,127.7518397,,,강원특별자치도 춘천시 석사동 743-11,치킨,호프/통닭,2002-02-05,1,51.3,2019-05-28 13:19:13,강원특별자치도,춘천시,석사동,743-11
9237,순이네,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190804_192%2F15649079836503L3WE_JPEG%2FCb942ZktpO6QnHEfaqx6nI81.jpg,37.8657261,127.7527061,,,강원특별자치도 춘천시 석사동 743-2,치킨,호프/통닭,1999-05-27,1,29.92,2022-02-07 9:30:38,강원특별자치도,춘천시,석사동,743-2
8094,충남삼계탕박물관점,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190810_131%2F1565422794958QNvaE_JPEG%2FZZtT86_8wFEC80mi3k5igiUr.jpg,37.8630304,127.7507559,,,강원특별자치도 춘천시 석사동 764-12,분식,탕류(보신용),2010-12-14,1,94.23,2021-01-06 15:42:23,강원특별자치도,춘천시,석사동,764-12
