index_cafeteria,인허가일자,영업상태구분코드,소재지전체주소,Latitude,Longitude,사업장명,업태구분명,시설총규모,최종수정시점,시/도,구/군,동/면,상세주소
8552,1997-10-24,1,강원특별자치도 춘천시 석사동 735-2,37.866889,127.7534025,장군막창구이,식육(숯불구이),36.08,2021-04-12 10:10:06,강원특별자치도,춘천시,석사동,735-2
8553,1997-12-01,1,강원특별자치도 춘천시 석사동 736-12,37.866377,127.7521772,피그램,호프/통닭,83.64,2023-06-16 15:08:12,강원특별자치도,춘천시,석사동,736-12
8554,1997-12-04,1,강원특별자치도 춘천시 석사동 749-1,37.865527,127.7509655,푸라닭춘천석사점,중국식,33.67,2021-01-06 15:41:39,강원특별자치도,춘천시,석사동,749-1
8555,1997-12-10,1,강원특별자치도 춘천시 석사동 737-2,37.8673322,127.7525998,회춘,횟집,32.6,2018-04-03 14:34:28,강원특별자치도,춘천시,석사동,737-2
8556,2012-01-27,1,강원특별자치도 춘천시 효자동 446-1,37.8717628,127.7284844,황골우족탕,탕류(보신용),34.67,2021-04-28 14:42:54,강원특별자치도,춘천시,효자동,446-1
8557,2012-01-31,1,강원특별자치도 춘천시 석사동 940-4,37.8485691,127.7495989,커피나무숲,기타,92.0,2022-01-19 13:06:25,강원특별자치도,춘천시,석사동,940-4
8559,2012-02-07,1,강원특별자치도 춘천시 석사동 639-4,37.8613335,127.7425961,시민횟집,횟집,125.52,2021-01-12 17:36:28,강원특별자치도,춘천시,석사동,639-4
8562,2006-10-09,1,강원특별자치도 춘천시 석사동 915-6 (1층),37.8491819,127.7504183,큰손양대창곱창구이,한식,116.19,2022-02-07 13:09:34,강원특별자치도,춘천시,석사동,915-6 (1층)
8565,2006-10-17,1,강원특별자치도 춘천시 석사동 907-5,37.8501177,127.7490477,용두동할매쭈꾸미,호프/통닭,39.0,2012-02-01 17:39:56,강원특별자치도,춘천시,석사동,907-5
8569,2012-03-26,1,강원특별자치도 춘천시 석사동 747-19,37.8650837,127.7512896,존맛깐도리,중국식,93.55,2022-09-13 14:07:02,강원특별자치도,춘천시,석사동,747-19
8571,2006-11-06,1,강원특별자치도 춘천시 석사동 921-4 (1층),37.8489991,127.7511091,양구함흥손냉면,한식,104.58,2021-08-13 13:06:18,강원특별자치도,춘천시,석사동,921-4 (1층)
8573,2006-11-09,1,강원특별자치도 춘천시 석사동 809-1,37.8562734,127.739709,하오하오,중국식,163.8,2022-02-07 13:18:50,강원특별자치도,춘천시,석사동,809-1
8577,2007-09-07,1,강원특별자치도 춘천시 석사동 878-3,37.852202,127.7439549,해미연풍우가,일식,245.2,2022-11-10 14:13:46,강원특별자치도,춘천시,석사동,878-3
8578,2007-10-23,1,강원특별자치도 춘천시 석사동 729-2 (1층),37.8671494,127.7542791,봉가,횟집,157.6,2021-08-30 17:05:26,강원특별자치도,춘천시,석사동,729-2 (1층)
8580,2007-10-24,1,"강원특별자치도 춘천시 효자동 617-9 (3동,1층)",37.8738188,127.74163,륭림닭발1호점,기타,83.78,2022-12-22 16:48:15,강원특별자치도,춘천시,효자동,"617-9 (3동,1층)"
8586,1999-11-13,1,강원특별자치도 춘천시 석사동 735-17,37.8666442,127.7528874,미술관,정종/대포집/소주방,96.56,2022-01-20 17:29:51,강원특별자치도,춘천시,석사동,735-17
8593,1993-10-15,1,강원특별자치도 춘천시 효자동 626-14 1층,37.8735516,127.7435168,봉수닭갈비,식육(숯불구이),51.03,2015-12-18 16:21:33,강원특별자치도,춘천시,효자동,626-14 1층
8594,1993-10-20,1,강원특별자치도 춘천시 효자동 626-16,37.8736583,127.7434207,프라이빗,정종/대포집/소주방,113.56,2023-04-07 10:06:14,강원특별자치도,춘천시,효자동,626-16
8595,1993-07-20,1,강원특별자치도 춘천시 효자동 769,37.8727704,127.7402823,이타리아떡볶이,분식,17.2,2022-01-19 11:49:02,강원특별자치도,춘천시,효자동,769
8596,1994-06-03,1,강원특별자치도 춘천시 효자동 626-7,37.8736122,127.7431244,스시준,일식,0.0,2021-12-18 17:49:48,강원특별자치도,춘천시,효자동,626-7
8597,1994-09-02,1,강원특별자치도 춘천시 효자동 629-5 (1층),37.8733462,127.7448349,춘향,한식,63.5,2022-06-08 16:57:14,강원특별자치도,춘천시,효자동,629-5 (1층)
8598,1994-10-08,1,강원특별자치도 춘천시 석사동 696-5,37.8616826,127.7415448,원앙닭갈비,한식,96.9,2013-04-04 13:21:36,강원특별자치도,춘천시,석사동,696-5
8599,1994-10-17,1,강원특별자치도 춘천시 석사동 697,37.861442,127.7415473,투다리석사점,정종/대포집/소주방,0.0,2021-01-12 17:33:12,강원특별자치도,춘천시,석사동,697
8603,1997-12-22,1,강원특별자치도 춘천시 석사동 734-17,37.8664048,127.7532272,황씨보쌈,한식,51.0,2021-10-27 13:16:42,강원특별자치도,춘천시,석사동,734-17
8604,1997-07-28,1,"강원특별자치도 춘천시 석사동 737-6 ,7",37.867017,127.7522447,육회왕자연어공주춘천1호점,기타,69.42,2022-01-19 14:15:20,강원특별자치도,춘천시,석사동,"737-6 ,7"
8606,2000-05-23,1,강원특별자치도 춘천시 석사동 644-1,37.8606712,127.7433131,오븐마루치킨춘천석사점,호프/통닭,68.93,2023-04-10 9:41:10,강원특별자치도,춘천시,석사동,644-1
8607,2000-06-08,1,강원특별자치도 춘천시 석사동 749-1,37.865527,127.7509655,황소돌곱창구이,한식,55.7,2023-06-19 18:05:09,강원특별자치도,춘천시,석사동,749-1
8608,2000-07-06,1,강원특별자치도 춘천시 석사동 736-9,37.866612,127.7524442,쭈꾸미도사,식육(숯불구이),97.56,2019-11-28 16:28:44,강원특별자치도,춘천시,석사동,736-9
8609,2000-07-07,1,강원특별자치도 춘천시 석사동 735-5,37.8666326,127.7531178,꼴두바우애막골점,한식,42.74,2022-01-21 17:53:51,강원특별자치도,춘천시,석사동,735-5
8610,2002-03-21,1,강원특별자치도 춘천시 석사동 747-20 (1층),37.8651561,127.7511908,명품송어,횟집,98.46,2021-01-06 15:59:58,강원특별자치도,춘천시,석사동,747-20 (1층)
8611,2002-03-28,1,강원특별자치도 춘천시 석사동 707-7,37.8599249,127.7399998,우리푸드,한식,82.85,2022-04-25 9:55:46,강원특별자치도,춘천시,석사동,707-7
8612,2002-04-26,1,강원특별자치도 춘천시 석사동 679-1,37.8583555,127.7453498,석사돈사무소,한식,130.56,2022-02-07 9:58:31,강원특별자치도,춘천시,석사동,679-1
8618,2002-01-09,1,강원특별자치도 춘천시 효자동 628-17,37.8731891,127.7444193,레스토랑라운지,까페,85.37,2022-02-07 10:00:56,강원특별자치도,춘천시,효자동,628-17
8625,2013-11-14,1,강원특별자치도 춘천시 효자동 590-12,37.8693031,127.7256622,백일칼국수춘천제면소,한식,140.85,2022-01-19 14:10:58,강원특별자치도,춘천시,효자동,590-12
8627,2014-02-17,1,강원특별자치도 춘천시 석사동 836-1,37.8539558,127.7468857,청년반점춘천석사점,탕류(보신용),99.82,2023-07-03 9:14:11,강원특별자치도,춘천시,석사동,836-1
8629,2007-08-02,1,강원특별자치도 춘천시 석사동 904-2,37.8498651,127.7489789,비와별닭갈비본점,식육(숯불구이),425.94,2021-04-11 22:48:48,강원특별자치도,춘천시,석사동,904-2
8630,2007-08-03,1,강원특별자치도 춘천시 석사동 923-5 (1층),37.8486945,127.7515138,빨간장화,까페,113.55,2023-10-31 11:09:55,강원특별자치도,춘천시,석사동,923-5 (1층)
8634,2007-08-17,1,강원특별자치도 춘천시 석사동 832-4 (1층),37.8540414,127.7473321,한양왕족발보쌈,한식,119.16,2017-11-28 16:27:57,강원특별자치도,춘천시,석사동,832-4 (1층)
8635,2008-06-12,1,강원특별자치도 춘천시 석사동 725-9 (1층),37.8669817,127.7557102,착한짜장,정종/대포집/소주방,105.22,2023-08-02 13:58:31,강원특별자치도,춘천시,석사동,725-9 (1층)
8639,2007-09-17,1,강원특별자치도 춘천시 효자동 150-15,37.8723352,127.7348133,함지박2호점,탕류(보신용),85.91,2022-02-11 14:11:45,강원특별자치도,춘천시,효자동,150-15
8645,2008-07-25,1,"강원특별자치도 춘천시 효자동 699-1 (2동,1층)",37.8685286,127.7297781,투다리호반점,호프/통닭,71.27,2022-12-13 17:05:57,강원특별자치도,춘천시,효자동,"699-1 (2동,1층)"
8647,2002-12-10,1,강원특별자치도 춘천시 효자동 178-60,37.8693546,127.7374135,투다리공대점,호프/통닭,84.74,2021-08-25 16:26:36,강원특별자치도,춘천시,효자동,178-60
8658,1993-10-08,1,강원특별자치도 춘천시 석사동 657-1,37.858943,127.7403879,신불야성,중국식,40.65,2022-01-19 11:49:33,강원특별자치도,춘천시,석사동,657-1
8674,2002-10-29,1,강원특별자치도 춘천시 효자동 652-6 (2동),37.8750503,127.7352012,이쁜이 소주방,호프/통닭,25.97,2021-12-21 19:08:50,강원특별자치도,춘천시,효자동,652-6 (2동)
8677,2014-02-21,1,강원특별자치도 춘천시 효자동 612-3,37.8752064,127.7395069,투다리효자3점,호프/통닭,46.17,2022-08-29 13:41:44,강원특별자치도,춘천시,효자동,612-3
8683,2002-11-21,1,강원특별자치도 춘천시 석사동 740-5,37.8662616,127.7513976,인생고기,식육(숯불구이),54.54,2022-02-07 10:12:54,강원특별자치도,춘천시,석사동,740-5
8684,2002-11-21,1,강원특별자치도 춘천시 석사동 704-1,37.8619336,127.7400512,멕시카나치킨(석사점),통닭(치킨),30.6,2015-01-02 9:52:14,강원특별자치도,춘천시,석사동,704-1
8685,2002-11-25,1,"강원특별자치도 춘천시 석사동 728-7 (1층, 좌측)",37.8673937,127.7529719,옥탑방오봉자싸롱,정종/대포집/소주방,48.0,2018-05-04 14:58:03,강원특별자치도,춘천시,석사동,"728-7 (1층, 좌측)"
8687,2002-11-25,1,강원특별자치도 춘천시 석사동 832-6,37.8538039,127.7474581,퍼블릭초콜래토리(Public Chocolatory),경양식,41.34,2021-12-19 17:01:30,강원특별자치도,춘천시,석사동,832-6
8694,2023-06-20,1,강원특별자치도 춘천시 효자동 670-8,37.8693187,127.7301002,꾸브라꼬숯불두마리치킨,호프/통닭,26.8,2023-06-26 9:53:33,강원특별자치도,춘천시,효자동,670-8
8701,2000-05-02,1,강원특별자치도 춘천시 효자동 666-18,37.8714667,127.7335963,육림보쌈,한식,98.8,2022-12-13 17:05:22,강원특별자치도,춘천시,효자동,666-18
8706,1980-10-20,1,강원특별자치도 춘천시 효자동 710-14,37.8661085,127.7328001,성심식당,한식,0.0,2022-01-18 11:29:34,강원특별자치도,춘천시,효자동,710-14
8707,1980-09-04,1,강원특별자치도 춘천시 효자동 668-10,37.8707236,127.7317249,진영루,한식,58.1,2022-05-02 14:41:39,강원특별자치도,춘천시,효자동,668-10
8708,1980-11-01,1,강원특별자치도 춘천시 효자동 749-14,37.8780519,127.7410337,마을집,한식,0.0,2022-01-18 11:31:45,강원특별자치도,춘천시,효자동,749-14
8717,1999-07-10,1,강원특별자치도 춘천시 석사동 641-9,37.8600282,127.742962,아무거나,한식,73.25,2018-06-15 10:04:06,강원특별자치도,춘천시,석사동,641-9
8723,1998-07-03,1,강원특별자치도 춘천시 효자동 628-11,37.8730773,127.744661,라왕푸마라탕양꼬치,정종/대포집/소주방,127.6,2023-04-20 16:43:29,강원특별자치도,춘천시,효자동,628-11
8759,1999-09-29,1,강원특별자치도 춘천시 석사동 707-4 (1층),37.8602478,127.7397482,홍어와탁주,호프/통닭,44.55,2022-01-20 17:29:26,강원특별자치도,춘천시,석사동,707-4 (1층)
8760,2000-05-22,1,강원특별자치도 춘천시 효자동 712-20,37.8656432,127.7318192,연희내칼국수,한식,50.56,2022-01-21 17:47:09,강원특별자치도,춘천시,효자동,712-20
8761,2000-05-31,1,강원특별자치도 춘천시 효자동 176-12,37.8663608,127.7371639,대암감자탕,한식,8.23,2022-01-21 17:47:26,강원특별자치도,춘천시,효자동,176-12
8765,1984-02-27,1,강원특별자치도 춘천시 효자동 18-61,37.8760077,127.7446869,정담은,한식,78.18,2022-04-07 13:59:33,강원특별자치도,춘천시,효자동,18-61
8785,1995-09-25,1,강원특별자치도 춘천시 효자동 629-18 (1층),37.8734999,127.7442458,오성급정육식당,호프/통닭,67.47,2023-03-03 11:41:46,강원특별자치도,춘천시,효자동,629-18 (1층)
8786,1995-09-30,1,강원특별자치도 춘천시 효자동 629-15,37.8734188,127.7444241,만석식당(강원대점),한식,91.34,2022-12-21 10:42:06,강원특별자치도,춘천시,효자동,629-15
8787,1995-10-25,1,강원특별자치도 춘천시 효자동 744-2,37.8778083,127.7376824,부촌식당해장국,한식,31.82,2012-12-05 14:38:26,강원특별자치도,춘천시,효자동,744-2
8788,1995-12-19,1,강원특별자치도 춘천시 효자동 628-12,37.87329,127.7441973,강대곱창타운,호프/통닭,74.2,2022-01-19 13:19:39,강원특별자치도,춘천시,효자동,628-12
8795,2001-09-27,1,강원특별자치도 춘천시 석사동 747-5 (1층),37.8649761,127.7517159,사랑채,한식,32.0,2012-02-01 9:25:42,강원특별자치도,춘천시,석사동,747-5 (1층)
8796,2001-10-08,1,강원특별자치도 춘천시 석사동 696-4,37.8617301,127.7414021,주래등석사점,중국식,110.01,2019-12-18 17:32:08,강원특별자치도,춘천시,석사동,696-4
8797,2001-10-24,1,강원특별자치도 춘천시 석사동 742-16,37.8658139,127.7519559,춘천유명닭갈비,식육(숯불구이),101.34,2018-01-16 15:04:39,강원특별자치도,춘천시,석사동,742-16
8798,2001-10-24,1,강원특별자치도 춘천시 석사동 645,37.8609528,127.7428678,향토마을,한식,50.19,2021-12-19 16:38:35,강원특별자치도,춘천시,석사동,645
8799,2001-10-29,1,강원특별자치도 춘천시 석사동 736-15,37.8666409,127.7522109,반마리 닭국수,횟집,88.0,2022-08-18 15:49:33,강원특별자치도,춘천시,석사동,736-15
8800,2001-11-02,1,강원특별자치도 춘천시 석사동 706-12,37.8604889,127.7399334,노다지,호프/통닭,29.56,2012-02-01 9:32:36,강원특별자치도,춘천시,석사동,706-12
8801,2001-11-19,1,강원특별자치도 춘천시 석사동 748-11,37.8643833,127.7515986,형과아우,한식,56.16,2022-02-07 9:49:14,강원특별자치도,춘천시,석사동,748-11
8807,1992-04-23,1,강원특별자치도 춘천시 효자동 683-16,37.8700831,127.7254771,우람식당,분식,21.35,2022-01-19 11:37:30,강원특별자치도,춘천시,효자동,683-16
8808,1992-11-04,1,강원특별자치도 춘천시 석사동 654-5,37.8592286,127.7406134,처갓집양념치킨석사점,통닭(치킨),74.82,2017-01-16 11:29:00,강원특별자치도,춘천시,석사동,654-5
8809,1999-07-14,1,강원특별자치도 춘천시 석사동 736-6,37.8668426,127.7527028,이걸굽네,식육(숯불구이),39.78,2022-08-17 11:16:39,강원특별자치도,춘천시,석사동,736-6
8810,1999-12-02,1,강원특별자치도 춘천시 석사동 735-18 (1층),37.8667285,127.7529818,정통집(애막골점),정종/대포집/소주방,82.8,2021-10-07 10:55:44,강원특별자치도,춘천시,석사동,735-18 (1층)
8811,1999-01-19,1,강원특별자치도 춘천시 석사동 736-5,37.8669167,127.7527859,노가리까는집,탕류(보신용),85.26,2023-04-03 14:01:28,강원특별자치도,춘천시,석사동,736-5
8812,2000-06-27,1,강원특별자치도 춘천시 효자동 303-9,37.8646689,127.7345737,한식명가,한식,53.25,2021-02-09 17:07:01,강원특별자치도,춘천시,효자동,303-9
8813,2000-09-21,1,"강원특별자치도 춘천시 효자동 192-1 외 48필지(2동, 4층)",37.8689546,127.7450121,(주)한우기업,한식,194.7,2022-01-21 17:47:45,강원특별자치도,춘천시,효자동,"192-1 외 48필지(2동, 4층)"
8814,2000-09-30,1,강원특별자치도 춘천시 효자동 648-2,37.8756525,127.7365044,미고토국물닭발,식육(숯불구이),41.64,2022-10-25 11:38:24,강원특별자치도,춘천시,효자동,648-2
8815,2000-01-05,1,강원특별자치도 춘천시 효자동 628-13 (2층),37.8733421,127.7440827,뉴야마도라,정종/대포집/소주방,99.57,2022-07-27 11:05:25,강원특별자치도,춘천시,효자동,628-13 (2층)
8816,2000-01-07,1,강원특별자치도 춘천시 효자동 641-5,37.8770056,127.7360176,벨몽드참참참스넥,분식,11.7,2021-09-09 10:32:47,강원특별자치도,춘천시,효자동,641-5
8817,2000-01-08,1,강원특별자치도 춘천시 효자동 641-5,37.8770056,127.7360176,벨몽드본점김밥,분식,11.7,2023-03-23 14:31:26,강원특별자치도,춘천시,효자동,641-5
8818,2000-01-24,1,강원특별자치도 춘천시 효자동 612-4,37.8751731,127.7395819,너와집,호프/통닭,37.4,2022-01-21 17:47:57,강원특별자치도,춘천시,효자동,612-4
8823,1990-12-18,1,강원특별자치도 춘천시 효자동 686-1,37.8697161,127.7262742,원주추어탕,한식,88.16,2017-06-30 14:10:23,강원특별자치도,춘천시,효자동,686-1
8824,1990-10-16,1,강원특별자치도 춘천시 효자동 590-6,37.8694792,127.7243415,원조남부막국수,한식,145.85,2021-04-12 10:01:14,강원특별자치도,춘천시,효자동,590-6
8840,1995-04-17,1,강원특별자치도 춘천시 석사동 682-1 신우아파트상가108호,37.8563467,127.7466362,이백장돈가스춘천교대점,통닭(치킨),30.8,2022-04-20 11:17:17,강원특별자치도,춘천시,석사동,682-1 신우아파트상가108호
8855,2001-11-30,1,강원특별자치도 춘천시 석사동 640,37.8609478,127.7433555,한지붕갈비,식육(숯불구이),72.14,2018-02-12 9:48:28,강원특별자치도,춘천시,석사동,640
8858,1997-01-10,1,강원특별자치도 춘천시 효자동 686-1,37.8697161,127.7262742,복(福)향원,한식,80.85,2022-01-19 14:05:26,강원특별자치도,춘천시,효자동,686-1
8860,1999-02-12,1,강원특별자치도 춘천시 석사동 726-7,37.8671482,127.7547409,혜리네스넥,분식,31.6,2022-02-07 9:29:17,강원특별자치도,춘천시,석사동,726-7
8863,1990-08-14,1,"강원특별자치도 춘천시 효자동 700-1 ,2",37.8690387,127.7303415,고향마차,한식,15.5,2022-01-19 11:19:34,강원특별자치도,춘천시,효자동,"700-1 ,2"
8871,2002-03-04,1,강원특별자치도 춘천시 석사동 642,37.8597116,127.7426083,먹촌가,한식,43.46,2022-02-07 9:56:12,강원특별자치도,춘천시,석사동,642
8886,1996-04-16,1,강원특별자치도 춘천시 효자동 626-18,37.8737783,127.7432229,운수대통닭갈비,한식,41.48,2022-06-30 7:12:35,강원특별자치도,춘천시,효자동,626-18
8887,1996-07-26,1,강원특별자치도 춘천시 효자동 629-20,37.8733523,127.7445783,파파야,호프/통닭,71.76,2022-07-07 10:24:28,강원특별자치도,춘천시,효자동,629-20
8888,2001-03-21,1,강원특별자치도 춘천시 석사동 737-8,37.8668627,127.7520716,이모네돼지갈비부속구이,호프/통닭,75.6,2022-02-07 9:46:57,강원특별자치도,춘천시,석사동,737-8
8889,2001-03-27,1,강원특별자치도 춘천시 석사동 642,37.8597116,127.7426083,굽네치킨석사봄내점,통닭(치킨),25.75,2023-04-27 11:32:36,강원특별자치도,춘천시,석사동,642
8890,2001-04-04,1,강원특별자치도 춘천시 석사동 741-4,37.8660545,127.7518197,신육등,한식,74.04,2023-09-01 14:45:12,강원특별자치도,춘천시,석사동,741-4
8892,2001-04-16,1,강원특별자치도 춘천시 석사동 311-5,37.8579209,127.7462048,김밥세상,분식,31.39,2015-10-07 15:52:09,강원특별자치도,춘천시,석사동,311-5
8893,2001-04-23,1,강원특별자치도 춘천시 석사동 827-5,37.8539597,127.7476997,퇴계수산횟집,횟집,209.61,2023-10-17 17:06:43,강원특별자치도,춘천시,석사동,827-5
8894,2001-04-26,1,강원특별자치도 춘천시 석사동 737-10,37.8667076,127.7518979,조개본능,식육(숯불구이),43.68,2021-12-19 16:51:18,강원특별자치도,춘천시,석사동,737-10
8895,2001-04-28,1,강원특별자치도 춘천시 석사동 654-10,37.8588009,127.7412121,동산에머문정(情),식육(숯불구이),126.0,2023-01-11 11:08:00,강원특별자치도,춘천시,석사동,654-10
8896,2001-04-30,1,강원특별자치도 춘천시 석사동 735-3,37.866801,127.7533067,단골손님춘천점,기타,92.28,2022-10-17 10:38:46,강원특별자치도,춘천시,석사동,735-3
8897,2001-05-10,1,강원특별자치도 춘천시 석사동 724-14 (1층),37.8669298,127.7553118,청사초롱,호프/통닭,91.76,2012-01-31 16:09:02,강원특별자치도,춘천시,석사동,724-14 (1층)
8902,1997-10-10,1,강원특별자치도 춘천시 효자동 696-1,37.8674189,127.7285158,동원칼국수,한식,55.5,2022-01-19 14:06:05,강원특별자치도,춘천시,효자동,696-1
8903,1997-11-04,1,강원특별자치도 춘천시 효자동 666-20,37.8716263,127.7333665,미도칼국수,한식,37.84,2022-01-19 14:06:28,강원특별자치도,춘천시,효자동,666-20
8906,1981-12-14,1,강원특별자치도 춘천시 효자동 673-12,37.870285,127.7273189,처갓집양념치킨남부점,호프/통닭,26.6,2022-01-18 11:33:06,강원특별자치도,춘천시,효자동,673-12
8907,1981-12-11,1,강원특별자치도 춘천시 효자동 641-3,37.8770297,127.7356791,왕짱구,분식,0.0,2022-01-18 11:33:44,강원특별자치도,춘천시,효자동,641-3
8915,2001-10-22,1,강원특별자치도 춘천시 효자동 632-9 (1층),37.8729515,127.7451565,장할매국밥,한식,86.85,2023-09-06 8:54:12,강원특별자치도,춘천시,효자동,632-9 (1층)
8925,2000-03-02,1,강원특별자치도 춘천시 효자동 626-8,37.8735826,127.7432254,소쿠리해장국,호프/통닭,79.4,2013-01-31 11:32:23,강원특별자치도,춘천시,효자동,626-8
8926,2000-06-05,1,강원특별자치도 춘천시 효자동 753-18,37.8801256,127.7400805,손칼국수,한식,71.8,2022-01-21 17:48:32,강원특별자치도,춘천시,효자동,753-18
8937,2001-09-05,1,강원특별자치도 춘천시 효자동 629-13,37.8734122,127.7446558,역전할머니맥주강원대점,호프/통닭,229.47,2023-05-03 15:57:56,강원특별자치도,춘천시,효자동,629-13
8938,2001-03-02,1,"강원특별자치도 춘천시 효자동 629-3 (3동, 1층)",37.8736247,127.7440966,인쌩맥주강원대점,정종/대포집/소주방,247.5,2022-06-30 7:14:28,강원특별자치도,춘천시,효자동,"629-3 (3동, 1층)"
8939,2001-03-17,1,강원특별자치도 춘천시 효자동 632-7,37.8729397,127.7452911,불닭발동대문엽기떡볶이강원대점,분식,95.29,2022-02-07 9:46:28,강원특별자치도,춘천시,효자동,632-7
8941,1996-11-22,1,강원특별자치도 춘천시 효자동 633-15,37.8725315,127.7459646,한솥도시락,김밥(도시락),31.96,2022-01-19 13:38:52,강원특별자치도,춘천시,효자동,633-15
8958,1992-11-04,1,강원특별자치도 춘천시 효자동 154-9,37.8716291,127.7357861,사또호프치킨,호프/통닭,26.8,2020-12-08 11:26:03,강원특별자치도,춘천시,효자동,154-9
8959,1992-10-30,1,강원특별자치도 춘천시 효자동 618-20,37.8743822,127.7417911,주원,정종/대포집/소주방,119.33,2023-09-11 17:39:00,강원특별자치도,춘천시,효자동,618-20
8960,1992-11-04,1,강원특별자치도 춘천시 효자동 630-32,37.873173,127.7466102,큰골집,호프/통닭,98.59,2022-07-28 11:23:20,강원특별자치도,춘천시,효자동,630-32
8967,1983-06-09,1,강원특별자치도 춘천시 효자동 700-20,37.8691609,127.7304191,대박네집,한식,27.93,2021-12-21 19:18:24,강원특별자치도,춘천시,효자동,700-20
8971,2000-08-18,1,강원특별자치도 춘천시 효자동 628-16,37.8732397,127.7443077,월담강원대점,정종/대포집/소주방,118.7,2022-10-12 13:19:22,강원특별자치도,춘천시,효자동,628-16
8972,2000-10-17,1,강원특별자치도 춘천시 효자동 620,37.8751383,127.7417766,사창리순대국,식육(숯불구이),93.04,2021-12-18 17:48:44,강원특별자치도,춘천시,효자동,620
8986,1976-12-02,1,강원특별자치도 춘천시 효자동 641-3,37.8770297,127.7356791,복성원,중국식,0.0,2022-01-13 16:55:23,강원특별자치도,춘천시,효자동,641-3
8992,1998-09-02,1,강원특별자치도 춘천시 석사동 741-2,37.8662214,127.7520035,경성주막1929춘천점,식육(숯불구이),54.12,2022-01-19 14:32:13,강원특별자치도,춘천시,석사동,741-2
8993,1998-09-18,1,강원특별자치도 춘천시 석사동 735-20,37.8668969,127.7531707,대복갈매기살,한식,50.35,2022-01-19 14:32:39,강원특별자치도,춘천시,석사동,735-20
8994,1998-11-03,1,강원특별자치도 춘천시 석사동 734-11,37.8658869,127.7528864,화사랑,호프/통닭,38.95,2021-12-20 14:33:37,강원특별자치도,춘천시,석사동,734-11
9001,1999-12-28,1,강원특별자치도 춘천시 효자동 628-18,37.8731385,127.7445305,춘자,한식,108.95,2022-02-07 9:28:01,강원특별자치도,춘천시,효자동,628-18
9002,1999-12-29,1,강원특별자치도 춘천시 효자동 628-18,37.8731385,127.7445305,소림마라 춘천점,호프/통닭,95.6,2023-04-28 11:50:53,강원특별자치도,춘천시,효자동,628-18
9003,1992-12-30,1,강원특별자치도 춘천시 석사동 641,37.8602848,127.7432541,청송막국수,한식,110.59,2022-01-19 11:38:32,강원특별자치도,춘천시,석사동,641
9006,2001-07-16,1,강원특별자치도 춘천시 석사동 742-15,37.865733,127.7518653,공지천왕갈비(애막골점),식육(숯불구이),97.97,2013-03-04 10:25:13,강원특별자치도,춘천시,석사동,742-15
9030,1991-11-18,1,강원특별자치도 춘천시 효자동 700-5,37.8687452,127.7303422,좌우당간,정종/대포집/소주방,0.0,2022-01-19 11:29:30,강원특별자치도,춘천시,효자동,700-5
9031,1991-08-05,1,강원특별자치도 춘천시 효자동 250-22 1층,37.863484,127.7352216,윤일닭갈비,한식,78.53,2022-01-19 11:30:03,강원특별자치도,춘천시,효자동,250-22 1층
9032,1991-11-27,1,강원특별자치도 춘천시 효자동 147-20 (2동1층),37.872645,127.7340733,태양통닭,호프/통닭,57.4,2022-01-19 11:30:21,강원특별자치도,춘천시,효자동,147-20 (2동1층)
9033,1991-03-15,1,강원특별자치도 춘천시 효자동 632-27,37.8726398,127.7455395,어우러지,호프/통닭,31.2,2021-12-18 17:54:54,강원특별자치도,춘천시,효자동,632-27
9035,1991-06-26,1,강원특별자치도 춘천시 효자동 641-4,37.8770202,127.7358454,원메밀막국수,한식,60.11,2020-08-24 15:23:06,강원특별자치도,춘천시,효자동,641-4
9036,1991-06-14,1,강원특별자치도 춘천시 효자동 618-5,37.8741837,127.7416417,코끼리백령골,호프/통닭,63.34,2021-12-18 17:47:42,강원특별자치도,춘천시,효자동,618-5
9042,1998-01-12,1,강원특별자치도 춘천시 효자동 632-1 (3동 1층),37.8728395,127.7448309,부리또인강원대점,패스트푸드,32.12,2022-01-19 14:29:33,강원특별자치도,춘천시,효자동,632-1 (3동 1층)
9043,1998-01-12,1,강원특별자치도 춘천시 효자동 625-9,37.8738664,127.7435384,원(ONE),기타,92.31,2023-10-11 15:01:29,강원특별자치도,춘천시,효자동,625-9
9045,1977-05-26,1,강원특별자치도 춘천시 효자동 757-9,37.8788877,127.7419263,향희,중국식,100.91,2022-01-13 16:59:30,강원특별자치도,춘천시,효자동,757-9
9047,1988-02-12,1,강원특별자치도 춘천시 석사동 124-1,37.8491615,127.7550561,부영가정식백반,한식,35.48,2022-01-18 14:45:56,강원특별자치도,춘천시,석사동,124-1
9051,1998-12-11,1,강원특별자치도 춘천시 석사동 639-1,37.861464,127.742202,머루촌숯불갈비,한식,65.55,2023-06-20 10:39:06,강원특별자치도,춘천시,석사동,639-1
9055,1999-05-11,1,강원특별자치도 춘천시 효자동 686-2,37.8696558,127.7263661,대경식당,한식,77.01,2022-11-04 14:56:41,강원특별자치도,춘천시,효자동,686-2
9061,1999-04-17,1,강원특별자치도 춘천시 효자동 산 7-8,37.8742245,127.7455347,투다리강대점,호프/통닭,42.11,2019-01-17 15:37:06,강원특별자치도,춘천시,효자동,산 7-8
